IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,Substance,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023,Y_2024
Non-Annex_I,Western_Africa,TCD,Chad,GWP_100_AR5_GHG,8749.515678,8840.43396,9431.866404,8532.484681,7096.544812,7377.899363,7664.93274,8318.903606,8596.109884,8888.066373,9098.274769,9238.292066,9792.860842,9771.454166,8042.311292,8183.101959,8759.720378,9224.191811,9538.746224,9985.007458,11065.69419,17949.34218,18691.23949,19291.94642,20307.26692,21237.08609,22087.38476,22836.37183,24133.49867,25453.21753,26570.02381,27836.14847,29327.87145,31456.26085,34737.42676,36635.13261,38301.97745,40221.80588,41977.97601,44053.79666,46629.77087,48960.2369,52080.18419,54751.74159,57757.86237,62764.52808,66108.27981,69976.16955,74114.51198,78082.80169,82415.82624,86141.31309,91531.20065,96873.25336,101173.7972
Non-Annex_I,Western_Africa,TGO,Togo,GWP_100_AR5_GHG,1967.794261,1767.630234,1900.609661,1861.701852,1863.016038,1980.973686,1954.243786,2077.749284,2157.220446,2207.634244,2100.51376,2126.517494,2364.975571,2161.955821,2281.193583,2335.194133,2661.187447,2803.48593,3008.947271,3043.740385,3248.8224,3130.331971,2871.693585,2799.254183,3253.245391,3205.16461,3893.186216,3813.42316,4219.925655,4718.168305,4725.351289,4717.813856,4894.281539,5248.806958,5273.122675,5454.798623,5430.229685,5498.460159,5984.282519,7389.802361,7296.128621,7221.279557,7599.802742,7479.38329,7248.29407,7280.069905,8074.574595,7817.323384,8284.822427,8728.60494,9352.85933,9745.006418,10128.05509,10545.13338,10844.26499
Non-Annex_I,Southeastern Asia,THA,Thailand,GWP_100_AR5_GHG,81617.80445,81371.45268,82496.90287,88437.02937,87468.1002,92140.3633,96988.86795,101327.2449,108140.5934,108825.068,111071.596,113176.9177,112839.4689,117720.0758,122529.5513,129223.947,131030.5555,139749.0353,152184.5636,166664.4119,183282.1232,197677.1133,208535.06,223316.6079,239184.9154,255498.8118,275115.9452,279481.2488,255844.9053,265460.8597,266586.8191,278656.9319,291778.9921,305229.622,327030.1371,338872.1945,343897.9211,355102.5218,356990.5541,354299.6502,373950.3096,373983.6959,392564.0698,403866.7251,395706.3449,401382.5365,401089.9444,406636.8087,402117.3162,410460.0613,403909.5364,398698.1109,417771.1804,410662.8306,422387.287
Non-Annex_I,Asia-Stan,TJK,Tajikistan,GWP_100_AR5_GHG,14226.15277,14565.4158,15169.93582,15767.35724,16396.15378,17295.79148,17672.38157,18044.32059,18471.55101,18917.0092,20224.99356,20348.49724,20158.07949,20651.62388,20883.93099,21591.10723,22292.01592,22788.43047,23019.77818,23190.7574,21985.15886,22581.20442,18506.5682,14124.38333,11582.45352,11023.57848,9876.627581,10050.42543,10173.55241,10025.01366,10508.62402,9999.226935,10857.1862,10199.68862,12334.39427,11808.89341,12488.92686,13971.81465,12789.47211,12006.61079,11887.49746,11854.49261,12829.61619,13052.52207,14517.95561,15287.94969,16322.31221,18055.08038,19427.29917,20410.57442,21126.41104,21353.20921,21848.9503,21673.82173,22188.97064
Non-Annex_I,Oceania,TKL,Tokelau,GWP_100_AR5_GHG,0.378445417,0.382563519,0.3894745,0.399834573,0.409535633,0.41661631,0.414128002,0.41837035,0.4404306,0.44963623,0.462554184,0.474919756,0.497432213,0.515055231,0.509926807,0.517449861,0.522162527,0.528068967,0.528678312,0.52764757,0.530682752,0.526059025,0.5228926,0.518900226,0.516912303,0.519459364,0.520943561,0.524572299,0.529668883,0.527058525,0.523064494,0.534316866,0.526320326,0.509262823,0.492052569,0.476695025,0.467270165,0.460696412,0.455831526,0.455281899,0.45881023,0.462489538,0.467528117,0.472810892,0.480277319,0.487160379,0.495780913,0.521454814,0.568675823,0.656592264,0.792835162,0.92924419,1.048740821,0.900687939,0.966432502
Non-Annex_I,Asia-Stan,TKM,Turkmenistan,GWP_100_AR5_GHG,28645.34068,28904.98091,30226.98936,31515.8736,32926.57031,35327.95092,36287.58085,37530.12668,39626.37056,40838.90095,43083.93469,44093.05223,45140.99863,46343.26855,47780.35318,48995.13235,50594.91885,52030.88209,53118.63918,53566.76592,61318.20163,55546.30436,42670.13935,42037.10878,47202.98079,47047.54246,45406.87125,42396.8895,46527.86873,57036.54955,59589.73561,61201.22513,67583.48829,77011.75377,80871.70528,81221.96425,85225.55086,89799.17116,93563.04399,81743.9838,88856.68339,95548.30561,99439.10332,98419.85415,97034.76504,102823.8103,100913.6055,105301.6808,107159.9088,106327.1508,109884.0709,128434.8672,134778.8837,128319.6036,114812.1833
Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,GWP_100_AR5_GHG,609.1769884,626.8594464,672.0911669,680.6751386,676.4103944,613.3017699,546.8250922,474.6333249,418.6840141,343.6709752,310.72119,313.9139672,336.5401189,360.6411113,388.1934094,416.8539748,432.6087682,448.8212113,451.3442163,487.9755733,529.6673769,601.8147762,610.0063947,660.2611141,743.8317694,753.5515505,801.7211848,791.0330863,894.0952843,906.6474009,1022.559218,1080.509364,1061.91827,1081.467813,1682.526419,2015.21456,2160.773736,1975.818783,2178.068506,2172.132737,2081.130216,2223.744749,2614.64427,2378.291692,2160.429864,2211.455437,2016.014292,1895.345276,1881.423576,2109.48383,1914.057194,1892.50202,1932.907933,1877.023897,1940.119777
Non-Annex_I,Oceania,TON,Tonga,GWP_100_AR5_GHG,67.16239871,67.08966145,69.06324575,79.25962507,88.30237352,91.59848703,98.36577667,108.1531614,125.7720063,129.1842858,134.3566509,160.2122334,150.5080787,134.8832666,122.1869857,139.4186723,123.4166459,168.9008525,191.8086276,197.4058602,194.0682048,199.5228334,209.0617781,209.666119,248.5344067,219.091298,235.9994254,246.5281244,253.5354559,255.3060939,208.1395953,202.9706478,213.6155313,235.3184647,221.3445698,231.0603752,243.3964499,224.7387852,234.78953,242.131643,237.8154417,231.4907585,230.8264563,232.2770018,245.5957086,249.370158,258.9269572,271.5575112,264.3714133,283.6115144,307.9604667,328.9714671,283.7055383,284.2419244,292.9042164
Non-Annex_I,Rest Central America,TTO,Trinidad and Tobago,GWP_100_AR5_GHG,9084.334392,9116.144687,8815.743439,9232.182778,9479.294413,8911.876805,10045.20262,10951.79272,11334.3047,11407.05483,12244.36579,12688.35672,13730.07066,14066.71401,14759.5548,15127.20817,14872.006,15161.7068,15941.51016,15960.73174,15894.0217,16119.52544,16376.32244,16162.87675,17898.54934,17319.27307,18389.46222,18248.45859,22017.24086,22591.89224,23502.1626,26294.62491,28344.92858,32405.74876,34546.9763,41542.01561,45699.20946,46509.46795,45501.81076,44375.29878,48074.4187,48211.73317,44706.03984,43909.57004,43775.15749,43362.13941,40049.95743,39076.23418,39279.16712,40068.15814,36523.95382,35306.54361,35189.27715,33675.36874,33586.57814
Non-Annex_I,Northern_Africa,TUN,Tunisia,GWP_100_AR5_GHG,10473.38101,10846.65173,11569.75596,11675.70237,12520.77848,12965.08433,12958.38294,14054.2538,14756.51527,15888.5532,17075.92831,17528.45988,17393.65682,19122.23205,19844.42829,20340.13195,20577.11553,20893.95519,21613.65583,22758.26798,23218.15062,24279.80524,25439.80614,25995.24829,25738.88134,26235.43544,27237.89117,27688.26762,29005.10687,30553.87173,31604.42766,32579.95814,32326.27222,32034.26527,33607.42178,34823.73453,36203.50977,37060.7181,38341.0194,38227.39772,40141.59042,38317.42486,40324.35556,40055.25392,42013.70941,42436.1022,41627.44523,41840.739,41830.81987,41883.6809,40355.52101,43319.87703,42705.44845,43602.06143,44621.00075
Annex_I,Turkey,TUR,Turkey,GWP_100_AR5_GHG,101570.231,105864.7935,114772.4656,120547.4408,123764.8068,130910.7282,141068.2221,150782.456,150596.3805,145399.8642,150513.9626,153552.3701,161846.463,165966.9376,172643.5423,177093.8651,189576.627,202406.794,197893.0684,212305.1966,226177.768,222425.0921,231823.0172,238551.908,234662.3531,250777.977,267869.6241,277911.6778,280292.6458,278911.3111,301818.414,278605.3545,289737.3146,302707.1446,309668.716,320730.2382,352190.889,379256.3701,378808.544,383409.8004,394851.224,418006.7139,434138.723,427842.8825,451743.7154,465347.6675,492368.101,535877.2399,538894.2487,528914.5127,543428.8699,581984.8257,564261.4198,564062.1393,579506.8163
Non-Annex_I,Oceania,TUV,Tuvalu,GWP_100_AR5_GHG,1.835611489,1.841458016,1.846568771,1.852555665,1.857885921,1.86004883,1.865549155,1.893117752,1.913783369,1.983594457,2.058174173,1.990843301,2.243046993,2.170445548,2.414952133,2.642571823,2.643989843,2.450881461,2.484851396,3.043721878,3.054816293,3.361696236,3.396403299,3.303273881,3.357314496,3.369704767,3.394980583,3.435869449,3.438750756,3.503816628,3.509908751,3.511517478,3.602183929,3.61182028,3.615346418,3.619317117,3.621366219,3.642371353,3.670799916,3.710009881,3.707197135,3.72290293,3.738132666,3.752854854,3.774124697,3.800213514,3.814193247,3.818123072,3.835605809,3.853551199,4.009893619,4.046614219,4.062720165,4.07984045,4.095777026
Non-Annex_I,China +,TWN,Taiwan_Province of China,GWP_100_AR5_GHG,52410.39273,52434.80853,57104.00687,61498.36765,60745.50199,64638.26071,74165.76647,78322.02706,86291.27617,90064.99191,97003.40885,90205.1627,94657.99686,99096.13826,99763.7019,99024.70787,110739.6994,115610.0637,132881.7036,143183.8895,146522.7398,157432.0532,165475.5499,176918.9083,186934.9937,196863.8876,206366.2588,221227.9944,232461.7753,242365.7976,259164.9434,267331.5763,322421.0227,333515.5696,348352.7757,342501.8074,332474.3231,341672.1931,324800.5902,306568.1438,313737.5501,320337.8444,314588.9997,319766.4157,324672.9125,323559.0295,327076.3432,332650.6262,328544.879,318572.3483,317037.1468,328015.3247,318560.1523,310440.5182,309611.6539
Non-Annex_I,Southern_Africa,TZA,Tanzania_United Republic of,GWP_100_AR5_GHG,19033.99735,19231.22109,19758.50912,20050.68791,20271.9378,20625.0069,21399.90792,21933.31548,22586.43236,23231.36743,23618.36801,24354.84893,26443.25915,28090.0491,26417.48674,27109.08792,28087.63141,28757.48134,29248.05473,28326.65766,29197.35072,29078.92691,30057.90717,31587.59213,31226.62712,35075.79375,33460.88503,32870.75215,34444.93647,38106.54584,39196.78105,40035.878,41273.64791,43049.13616,44614.64093,46440.98414,48004.40277,48008.55003,49440.02918,50125.57423,52924.34281,57727.89614,61135.25166,65165.51666,66836.46003,70415.84586,72557.371,73160.76164,74277.01253,79442.47215,81879.65757,85328.24448,89522.9343,99484.975,102525.0065
Non-Annex_I,Eastern_Africa,UGA,Uganda,GWP_100_AR5_GHG,11202.03702,11269.84365,11619.83059,11852.32605,12144.73211,12409.97977,12972.2581,12936.10768,13490.29045,13657.65185,13060.258,13044.19982,13328.05861,13539.48251,13898.23026,14216.93141,14701.76728,12892.3307,13649.02866,14151.87781,15294.44456,15920.5652,16296.02176,16720.62543,16456.38831,17057.3058,17482.09873,17959.03775,18638.3444,19166.39187,19633.91731,20204.42643,21055.60367,21940.44956,22509.99772,23687.8726,24488.12943,25817.45221,33381.82137,34725.61185,35832.40121,37381.05707,38624.70348,39655.31344,41383.71128,43428.42587,45398.79205,45964.65924,48074.30574,49980.41936,50918.07767,53560.19147,54269.57376,56602.81682,57298.15227
Annex_I,Ukraine +,UKR,Ukraine,GWP_100_AR5_GHG,612813.6806,616777.7932,647396.7563,682576.493,711496.6531,741562.0668,763413.1316,776850.6273,821436.4282,836696.8617,857837.5618,847116.5014,846418.8489,849589.6067,855135.9885,857905.983,875444.8936,899595.7399,905361.5358,902378.7204,977945.8117,918802.9439,818622.5019,725074.1119,613503.4725,597369.0946,518076.0605,496079.3916,469771.5957,468329.1393,462110.928,460265.5031,463157.6484,495657.907,468964.2604,456235.1839,455734.3498,471217.5905,455992.49,389794.1155,414199.8705,441134.5041,431652.7718,423154.9095,372059.2508,316859.2951,322881.53,297824.882,311192.587,301637.5472,292727.2614,285036.443,199769.4764,201612.3002,196964.0055
Non-Annex_I,Rest South America,URY,Uruguay,GWP_100_AR5_GHG,28568.63317,28229.73124,29133.52883,29911.81516,30987.41128,32946.80578,31356.94242,30990.87747,31354.56849,33010.60953,35058.68284,35295.96286,34463.11857,30194.7836,28485.84559,29022.4493,29213.44962,31043.25638,33138.40186,31768.66897,28901.39504,30699.42686,32545.88465,33281.02108,33442.1267,33792.98033,35240.74812,34971.95916,34510.8462,35653.49094,33828.87644,33479.99012,34179.687,35132.90814,37148.84902,37303.04307,39334.06892,38502.03956,42110.13995,41493.45181,38463.70107,39678.0711,40266.97033,39073.0982,39229.11245,39672.96759,39879.98533,39014.3493,38661.44765,39238.14854,38604.94014,42271.80959,41110.42764,42927.17793,44627.14553
Annex_I,USA,USA,United States,GWP_100_AR5_GHG,5788211.445,5661129.768,5930481.325,6128570.826,5948974.248,5730166.483,6043950.5,6199783.902,6193977.366,6259755.767,6027233.785,5949377.273,5681113.176,5651248.199,5882185.176,5892816.384,5846334.331,6007342.103,6238145.084,6296012.833,6216326.5,6161416.564,6258645.462,6380356.916,6490888.152,6558697.195,6728076.463,7010452.161,7055120.642,7060169.619,7219824.527,7157792.839,6992398.581,7058643.686,7157798.729,7160639.047,7041308.615,7129181.817,6941730.489,6487701.014,6754186.389,6546870.006,6311693.451,6448636.748,6488476.756,6364003.722,6237737.96,6183644.464,6370447.566,6248242.885,5703915.419,6000506.715,6074236.155,5890986.428,5912617.724
Non-Annex_I,Asia-Stan,UZB,Uzbekistan,GWP_100_AR5_GHG,78592.10558,79791.93491,83633.96074,87655.73258,92283.13155,99808.63312,101223.172,104619.4209,109334.8111,112685.6284,119678.6405,122975.8399,126558.7012,130729.9555,135126.608,139383.97,144408.6969,149283.1599,151759.5392,152727.4934,163181.3222,162507.3016,152707.1611,153378.0448,150377.8524,142196.0841,146623.755,145086.9674,160965.6947,159510.4291,169405.0494,175014.2482,185787.7819,174137.0741,176141.2057,177252.2566,189409.9594,183600.8591,195141.1807,176548.0734,192444.0824,198391.6123,187061.4991,186468.6002,178114.0675,173185.3258,182966.6523,188052.3998,185518.1631,189636.0771,198238.3357,210478.8688,206854.6588,211365.6943,227488.366
Non-Annex_I,Rest Central America,VCT,Saint Vincent and the Grenadines,GWP_100_AR5_GHG,46.46565653,47.56434956,50.37580204,51.94612719,51.20941216,54.4333559,53.85534594,56.26943201,57.11533054,58.03863941,58.80383128,59.73340816,59.96178683,61.04452648,65.27405524,65.80731413,63.72164554,60.98855739,68.33237931,77.53685806,78.47899659,75.98678513,82.40848592,76.25560532,100.1890854,105.282273,99.43097164,110.2293074,117.590125,118.4638167,92.36459861,98.925588,105.9169478,109.6063226,114.3950018,116.8370517,124.3686325,130.5992428,134.3684046,178.999438,151.535336,124.9753257,142.8065165,135.6489385,145.3108505,147.6249148,153.4032119,161.3037753,162.1884029,168.8344861,176.0162491,169.3596775,180.0495084,180.7036658,185.2361214
Non-Annex_I,Rest South America,VEN,Venezuela,GWP_100_AR5_GHG,106795.1598,106147.7789,105980.434,116067.9242,113293.3047,106499.8238,110181.7829,113359.3368,119325.952,132079.7142,140565.9931,141459.5769,142858.8966,140672.1855,145712.0654,143895.8484,146567.6,152651.4824,151163.142,158242.4388,163731.0317,168863.811,169858.2013,174299.4589,188266.1825,191071.1564,207184.5291,212132.2672,217318.5075,213081.7217,222846.7894,229059.3016,230270.6556,225321.0143,235965.9989,244969.932,247859.2527,246789.2038,258048.6021,256019.3827,260967.1198,258048.9708,284554.7773,283656.2008,281468.0408,262948.9523,246141.8591,231081.4166,210635.6701,189502.8174,141503.4837,141326.4167,160260.6681,165311.5037,167318.4304
Non-Annex_I,Rest Central America,VGB,Virgin Islands_British,GWP_100_AR5_GHG,15.78792219,16.32515732,18.0913982,18.36649829,17.9097051,19.69908569,19.25515941,20.26947742,20.0983362,20.092085,20.44778817,25.12260693,24.0214944,23.81288524,20.54894323,20.42761228,16.43216956,27.15809484,28.66883594,29.23443761,29.0681394,29.3305668,29.50834829,29.08937625,29.5859586,29.38469536,34.97254391,35.76035256,36.48104095,36.88025123,39.79027083,40.0235742,43.46963301,47.06523577,48.1838256,50.154781,57.96817275,61.94500695,68.43486806,77.21736762,84.49849241,69.47212911,71.39349747,79.97854216,84.91249227,86.59939528,92.30346573,82.06623706,81.41498207,102.937187,100.2817835,100.4000031,104.6231014,105.0023005,108.2951268
Non-Annex_I,Rest Central America,VIR,Virgin Islands_USA,GWP_100_AR5_GHG,22.49168114,19.23679318,20.9781838,21.46262675,22.09345252,22.84676283,23.2664403,23.70160324,24.2425688,24.69768373,25.54148311,25.97293964,27.18315627,27.74696405,28.28312402,28.95985455,29.89751718,18.04353851,24.2320804,24.21264588,23.91691856,23.98666304,24.06422628,23.92325338,23.95692353,23.87456367,23.75900511,23.64519456,23.5068948,23.33639287,23.16855668,23.99485474,23.98585753,23.98231703,23.96613786,23.9811659,23.95578936,24.16843556,24.19843437,24.17772919,24.15658161,24.2414225,24.21068725,24.28379987,24.44494543,24.39849033,24.44393736,24.47792479,24.4913643,24.49390653,24.47271103,24.4946576,24.49501289,24.47878596,24.48359343
Non-Annex_I,Southeastern Asia,VNM,Viet Nam,GWP_100_AR5_GHG,62681.67622,63092.08332,62960.32244,66856.42564,64754.82287,66222.5797,64477.4148,66276.05535,65091.73204,67376.2758,68709.68742,71613.78875,76524.24408,79344.93192,80513.24967,82302.54571,85620.36051,87580.73171,90781.22994,90417.00504,91895.18052,96046.14437,100519.325,107696.2502,115248.2513,123795.4718,132299.3965,139372.0908,149671.3383,156127.9211,163642.4303,168130.7543,182894.4837,191039.2286,213415.3935,225204.936,231436.6643,245166.8134,256198.8297,275684.2974,292740.4144,295641.4014,295460.4307,304038.0119,320089.4728,343626.2669,364378.4655,370390.542,427739.9457,484710.0423,492955.0888,486779.435,494474.3752,542923.4746,584257.623
Non-Annex_I,Oceania,VUT,Vanuatu,GWP_100_AR5_GHG,291.5351771,313.0917795,320.8310349,362.7894102,397.7160027,389.6740939,400.6086736,395.860128,385.6384815,385.9019742,392.2077416,375.3077206,380.537479,386.6137326,377.3425442,411.8088534,400.5404671,412.0807699,442.7359379,436.9953372,469.562801,475.4663896,455.9959651,481.1114081,487.8385771,484.5592749,490.3695648,496.241828,502.4183694,513.2498766,523.7719729,513.9283305,513.3872425,544.5740516,526.475312,535.081922,534.6385205,662.2123982,665.1709064,647.5748954,670.7664747,705.2246423,674.3278525,678.3126538,704.8577474,635.3654721,561.1356823,528.8662315,595.0044713,587.317944,622.6552583,665.77507,647.6136894,622.6302618,632.052721
Non-Annex_I,Oceania,WLF,Wallis and Futuna,GWP_100_AR5_GHG,5.333075461,5.379562873,5.489463393,5.487133374,5.461208647,5.49356985,5.287667502,5.527305201,7.407981705,7.430327004,7.308188488,7.551542708,7.786838006,8.111005387,8.540389127,8.897781985,8.861252262,9.003177451,9.003582115,8.882938418,9.027020565,9.080738447,9.214109056,9.235949084,9.255034352,9.245449036,9.290955297,9.283512542,9.295492793,9.323012314,9.403334422,9.592422668,9.667139075,9.69681979,9.68519614,9.671670874,9.6693911,9.653339445,9.610900061,9.588361371,9.541366703,9.501631864,9.453032066,9.421233086,9.37415919,9.338135443,9.309142212,9.287922844,9.269733119,9.222756339,9.174800435,9.126814092,9.09538407,9.064905678,9.024980513
Non-Annex_I,Oceania,WSM,Samoa,GWP_100_AR5_GHG,157.5871611,157.8056126,162.6524495,177.8650255,201.488455,188.918954,189.8777173,195.0474843,196.8288814,206.6870606,217.7366393,221.2880338,239.6951469,240.3735983,257.8820826,252.3024196,239.5656051,264.1982367,265.4226748,287.6625035,294.4156981,298.6441498,291.4552759,311.9744934,318.3303662,301.1783845,302.8237842,307.2624071,313.7113589,313.9155071,360.7857664,389.3546309,396.8341926,405.949421,404.3405941,411.91437,412.7918976,425.4487723,429.109586,439.5787555,468.7604606,481.330888,486.5832801,501.3149496,510.0084286,565.8248977,572.0904748,522.5852206,533.7397891,540.5521424,466.6395833,528.5881118,511.5598408,507.9591742,521.6477998
Non-Annex_I,Middle_East,YEM,Yemen,GWP_100_AR5_GHG,5397.940322,5694.725792,5955.556246,6260.239616,6483.85633,6502.108013,6816.841293,6938.517357,7273.23658,7551.235708,8516.174698,8639.484814,9223.683787,9791.862681,10009.85975,10470.36244,11091.87783,11998.34874,15787.67811,16585.73447,17507.10932,19377.9451,19945.90143,20006.55482,22593.98679,23187.42761,24070.22538,25735.95389,26702.53649,29591.05954,32433.29248,33409.80791,33739.10242,38946.30531,39921.69146,44197.39753,48728.33499,50956.93093,50253.02942,53511.10346,53020.24055,47410.22549,44506.90213,52941.21045,51661.2822,31475.37187,27208.25379,28292.03061,31816.44644,33705.39848,33051.04383,33603.29229,33562.91079,32365.88074,32902.75715
Non-Annex_I,Southern_Africa,ZAF,South Africa,GWP_100_AR5_GHG,241151.7616,240657.3829,247957.3964,267039.236,276118.4831,294321.9402,310344.2563,312578.7723,292179.4236,302031.0457,317692.7419,334219.3256,343355.6877,346731.3907,367787.1428,373268.8234,371327.9199,388397.9636,394129.9377,392915.1144,407093.1074,399478.7229,393469.929,397687.953,404462.9814,423264.3588,437458.4477,456821.8919,464129.4362,446837.1803,449681.2765,461086.0589,475910.7052,502807.9804,537001.5768,549402.5606,553564.2191,575599.4431,604937.9797,573052.4648,581506.6501,561316.5927,582711.6693,597176.3122,610893.0225,584949.9372,582204.1819,599071.5971,600392.9024,604701.921,576999.0215,575429.2061,556079.941,555445.2876,569809.6095
Non-Annex_I,Southern_Africa,ZMB,Zambia,GWP_100_AR5_GHG,10080.34285,10336.43365,10917.49587,11377.29846,11594.18383,11884.87335,12313.36849,12059.70317,11876.72673,11678.51605,11737.16166,11709.17363,14493.45848,14443.22324,13080.51978,14579.84003,15185.0984,14641.11002,14922.70934,15800.56825,15864.13519,14815.6944,15380.98944,14924.50027,14382.82235,14020.2196,13659.53169,13272.47394,14850.2142,14532.7192,14009.99364,15178.59279,14456.21422,15011.10132,15273.18544,16293.50977,16294.63709,15768.17827,16702.62452,18262.53093,19940.93923,19778.90542,23269.15311,24553.69583,25548.03779,26210.87457,27061.09482,29284.64669,30964.71022,32391.21722,33012.91384,34149.26923,37109.06372,37492.00261,38519.00233
Non-Annex_I,Southern_Africa,ZWE,Zimbabwe,GWP_100_AR5_GHG,21721.10553,22315.69373,21957.95306,23568.29201,23654.30536,22965.76251,24095.0169,23302.58288,22279.35201,21655.30803,21935.7516,21856.15555,22256.22403,22139.04532,22706.97648,24865.08692,27160.9223,31127.1019,30808.00116,31195.39421,34444.16201,34336.93982,35259.1653,30776.87214,29875.13322,29753.66927,31258.61386,30190.86919,31100.08012,34404.66905,31243.55102,31405.986,28688.61903,25436.69064,24607.81382,25897.75377,24815.70964,24839.83548,22233.17186,22813.89894,25989.58403,32486.98856,29533.54608,29659.60137,27409.79273,28469.44512,26592.80888,26051.40609,28031.08046,26469.48506,24793.78606,27149.70949,28025.62683,30124.98483,30784.27245
