iso3,country,income_group,avg_emissions,avg_policies_last_5_years,emission_pct_change,emission_change
SLV,El Salvador,Upper middle income,13.29684893883761,3.5652173913043477,-0.03858157258389994,-0.5108474348000005
SOM,Somalia,Low income,49.4195199152099,0.043478260869565216,2.8586602368169642,52.09024979214369
STP,Sao Tome And Principe,Lower middle income,-0.16081265078453646,0.5217391304347826,-0.5530771647938635,0.14557506724096125
SUR,Suriname,Upper middle income,12.2775661018,1.2608695652173914,1.7161910055492362,11.854019039200002
SVK,Slovak Republic,High income,39.94437738206957,10.91304347826087,-0.10338110336120535,-4.227324842000002
SVN,Slovenia,High income,16.186828124631223,3.5217391304347827,-0.051932091383871753,-0.7380511438481001
SWE,Sweden,High income,31.846111974760866,15.73913043478261,-0.4874711998511713,-18.1953152197
SWZ,Eswatini,Lower middle income,-0.3355402891304349,1.7391304347826086,-0.3796206099981596,0.0686272489999995
SYC,Seychelles,High income,0.207767303499301,1.391304347826087,11.846501434356492,0.3453856809168982
SYR,Syrian Arab Republic,Low income,68.27431641585217,0.8260869565217391,-0.46898239035122835,-40.8635314775
TCD,Chad,Low income,49.70479902447826,0.5217391304347826,3.145009700812233,67.667488605
TGO,Togo,Low income,8.530355579834781,0.5217391304347826,0.978162412052603,5.8433575698
THA,Thailand,Upper middle income,395.2864397134348,4.434782608695652,0.5467169793711838,158.23721838299997
TJK,Tajikistan,Lower middle income,13.00720683364,0.6086956521739131,1.3545374141573678,12.043779109511998
TKM,Turkmenistan,Upper middle income,109.45090135027826,1.1304347826086956,0.7484935547679985,54.8166648542
TLS,Timor-Leste,Lower middle income,2.167921629222609,0.17391304347826086,0.21603840001079216,0.27744477079999985
TON,Tonga,Upper middle income,-1.742988945837984,0.34782608695652173,-0.03712453992873835,0.06604122779624988
TTO,Trinidad And Tobago,High income,48.30698920487826,0.391304347826087,0.6709281933544612,17.554301509800002
TUN,Tunisia,Lower middle income,43.675474261117394,4.434782608695652,0.4902703845531592,17.670242232
TUR,Turkiye,Upper middle income,388.20255118760866,14.391304347826088,1.4145670051430081,369.03686306000003
TWN,Chinese Taipei,High income,309.3423805690435,3.4782608695652173,0.2358546157632463,58.695843861000014
TZA,United Republic of Tanzania,Lower middle income,141.10200821191304,2.260869565217391,0.3928305484567432,46.820468977999994
UGA,Uganda,Low income,82.06920331904348,2.3043478260869565,1.0735494550196518,56.687018319
UKR,Ukraine,Lower middle income,376.9315223247826,8.73913043478261,-0.5141313045993721,-218.34949947400003
URY,Uruguay,High income,26.89173772911739,7.434782608695652,0.34175297381296643,7.639853786
USA,United States,High income,5724.80685133074,79.69565217391305,-0.17744234939351017,-1121.186368879
UZB,Uzbekistan,Lower middle income,191.68502847608693,2.739130434782609,0.2450485513208975,43.00988493599999
VCT,Saint Vincent and the Grenadines,Upper middle income,0.09194291496059477,0.9130434782608695,0.8573060680394046,0.045682102704600006
VNM,Viet Nam,Lower middle income,283.27959243234784,8.73913043478261,2.319980830641561,314.24221672400006
VUT,Vanuatu,Lower middle income,-6.341915898931612,0.34782608695652173,-0.01795492359160913,0.11611805866340941
WSM,Samoa,Lower middle income,-0.3254629062885512,1.0,-0.7226224691370668,0.5433808366777999
YEM,Yemen,Low income,41.18468268456522,0.5652173913043478,0.1520546497839389,4.7671943809999995
ZAF,South Africa,Upper middle income,545.1316098097521,22.869565217391305,0.1320625122602449,58.700843982000094
ZMB,Zambia,Lower middle income,61.41285808197391,2.130434782608696,0.8905421764075747,36.469532543299984
ZWE,Zimbabwe,Lower middle income,41.401886473043476,2.130434782608696,0.5145080269182358,15.771123934999999
