year,pop_total,electricity_from_renewables_pct,renewable_energy_consumption_pct,forest_area_pct,gdp_2015_usd,imports_2015_usd,industry_value_added_2015_usd,manufacturing_value_added_2015_usd,exports_2015_usd,iso_alpha_3
2007,58941.0,,0.0,66.9826086956522,1185757575.75758,675763195.435093,,,906543046.357616,MNP
2006,60682.0,,0.0,67.3391304347826,1270690909.09091,914907275.32097,,,1216172185.43046,MNP
2005,62354.0,,0.0,67.695652173913,1364448484.84848,1059843081.31241,,,1508777041.94261,MNP
2004,63938.0,,0.0,68.0521739130435,1562993939.39394,1242824536.37661,,,1817342163.35541,MNP
2003,65421.0,,0.0,68.4086956521739,1612630303.0303,1085206847.36091,,,1680083885.20971,MNP
2002,66778.0,,0.0,68.7652173913043,1607115151.51515,1128687589.15835,,,1752437086.09272,MNP
2001,67984.0,,0.0,69.1217391304348,,,,,,MNP
2000,68356.0,,0.0,69.4782608695652,,,,,,MNP
2022,5457127.0,,,33.4795618634529,433484840343.081,141592063656.092,133848052082.257,26792353001.9634,166263924770.073,NOR
2021,5408320.0,7.68654778941503,61.4,33.4581491750625,420836044228.583,125837304949.881,133039785057.352,26917846440.0124,159104970548.724,NOR
2020,5379475.0,6.62982054834241,60.9,33.4353596771758,405005642244.497,123584003306.81,128927766869.898,25476655988.4262,149969990699.597,NOR
2019,5347896.0,4.36238566112701,59.8,33.3399069828592,410249333471.117,137094264751.473,124912968895.319,26900113671.5924,153545561641.004,NOR
2018,5311916.0,2.81597857196272,58.9,33.3172650284299,405690275911.956,130149343804.898,125668905652.578,26418600806.0349,150364327787.537,NOR
2017,5276968.0,2.10935242172866,58.9,33.2945336229161,402355151389.893,128364658468.534,127992146326.341,25962385036.6849,152712121525.266,NOR
2016,5234519.0,1.59207471719381,57.7,33.271099733249,392680500155.007,126044393923.737,123608556370.776,25911294822.7756,150313857600.496,NOR
2015,5188607.0,1.92426632352331,56.5,33.2456439881958,388159512245.53,123654686369.743,122653094967.449,27022010953.808,149733264441.459,NOR
2014,5137232.0,1.74809466788758,55.8,33.2318108614437,381081533533.12,121369515345.665,120857745168.957,28288477834.0395,144076511315.49,NOR
2013,5079623.0,1.70571782325914,56.6,33.2090866046879,373433130102.304,118780655161.724,118942234163.48,27488643174.5376,138756680789.501,NOR
2012,5018573.0,1.27520096435803,56.9,33.1767256956993,369676511315.49,113077896042.162,119940353415.315,26669959698.2536,141086369742.689,NOR
2011,4953088.0,1.27847952391033,56.0,33.1553701087492,359894719437.842,109854004340.188,117766539216.699,26135992559.6776,138243918569.805,NOR
2010,4889252.0,0.999911025551844,56.0,33.1340145217991,355959036891.599,105694492094.657,118841789810.892,25694037408.2877,138958065516.172,NOR
2009,4828726.0,0.919566223733238,56.7,33.1370262071382,353179332437.739,97879177431.022,121958168853.984,25342606179.6011,138486225069.753,NOR
2008,4768212.0,0.926864789564777,58.5,33.1400378924774,360167903275.809,109045365299.163,127347814405.291,27378526402.8108,144759408907.719,NOR
2007,4709153.0,0.936731004723308,57.4,33.1430495778165,358440508422.031,104370238710.344,128199483310.943,26599772656.8151,143172884158.313,NOR
2006,4660677.0,0.848086065371519,57.0,33.1460612631556,348291164617.133,95116337707.9673,128917226413.144,25612565877.8547,142065392166.994,NOR
2005,4623291.0,0.607373432167467,58.6,33.1490729484947,339924026041.128,87401715407.6676,131159491577.968,25001715407.6677,142881223519.686,NOR
2004,4591910.0,0.557988374300514,56.9,33.1520846338338,331035320863.904,80995845819.9855,130100361682.339,24093996073.1632,142088581171.851,NOR
2003,4564855.0,0.516653771219226,56.2,33.1550963191729,318258551203.885,74207543660.2253,126117929110.261,23084840343.0815,140462870724.398,NOR
2002,4538159.0,0.252737079683256,59.5,33.1581080045121,315279446109.331,73599049292.136,125640136405.911,22391278288.7258,140931983052.599,NOR
2001,4513751.0,0.235737140044302,59.6,33.1611196898512,310995308463.367,73203720161.207,124749157796.838,22543184871.3444,141757238813.682,NOR
2000,4490967.0,0.204459302569554,60.2,33.1641313751903,304696827529.193,71786214735.9719,122744114911.646,22733533119.7685,135547917743.102,NOR
2022,4730226.0,,,0.00779030694668821,90202537058.2429,42034097054.9493,47037723177.8296,8793770412.27203,44442473841.851,OMN
2021,4500424.0,1.94547350046065,0.1,0.00786203554119548,82318780120.4001,35134696970.8209,42984040734.8953,7491366391.67397,38154187853.62,OMN
2020,4522497.0,0.414668327623793,0.1,0.00807754442649435,80246670660.8581,31001843130.5855,42486107365.6455,6995862328.20773,34017891119.328,OMN
2019,4591241.0,0.151351351351351,0.0,0.00807754442649435,83053651985.4157,34037247627.5596,42504923280.9812,7887372643.69807,39847466496.5715,OMN
2018,4597877.0,0.12955551432585,0.0,0.00840064620355412,84001727416.2074,35229755717.3343,43510427439.5309,7936501238.874,39090484249.0615,OMN
2017,4537396.0,0.0430812650452395,0.0,0.00872374798061389,82934277088.5646,36840833110.5572,43311483554.2131,7331078146.80707,38020964245.5485,OMN
2016,4390877.0,0.0122692217807899,0.0,0.00904684975767367,82682873555.7961,32375921196.6703,44291976313.1092,7290633899.26326,38330648777.6554,OMN
2015,4184895.0,0.0127586838410353,0.0,0.00969305331179321,78710793237.9714,36777633289.987,41794278283.485,7017945383.61508,39081924577.3732,OMN
2014,4002439.0,0.00456589652923204,0.0,0.00969305331179321,74950483987.1606,36906623087.7081,39549906723.7466,6617969144.10202,39577946577.7712,OMN
2013,3833913.0,0.00506840440531992,0.0,0.00969305331179321,73994291063.383,40114013981.6436,40015715359.4964,6903311994.87127,39431334765.2642,OMN
2012,3547106.0,0.0,0.0,0.00969305331179321,70318260489.7491,34556574021.9988,38763768602.5254,6580750511.39299,35687246577.3045,OMN
2011,3076763.0,0.0,0.0,0.00969305331179321,64593279186.5623,28849163996.329,36496221342.1905,6452470290.65586,33786121547.4607,OMN
2010,2757446.0,0.0,0.0,0.00969305331179321,62776154506.6944,24644303803.1488,36040050126.4907,6548742487.26322,32534653650.8814,OMN
2009,2684659.0,0.0,0.0,0.00969305331179321,61261764565.2408,20457086979.5497,34610040560.9769,6130901304.04982,28476942823.402,OMN
2008,2626529.0,0.0,0.0,0.00969305331179321,57803951303.0508,25796405450.2639,31699539705.8779,5717030108.32538,28759618957.5872,OMN
2007,2570174.0,0.0,0.0,0.00969305331179321,53055456656.1063,21496486510.5704,28716758200.404,5034440384.44174,26354131734.4183,OMN
2006,2514795.0,0.0,0.0,0.00969305331179321,50538317581.1033,15997066058.3343,28403312586.397,4972657454.14474,26858493927.7433,OMN
2005,2459802.0,0.0,0.0,0.00969305331179321,48283564529.379,17665126896.3336,27681653394.5579,4093305225.33935,33010922562.7679,OMN
2004,2404821.0,0.0,0.0,0.00969305331179321,46977841907.6213,16081505162.8666,26866373550.8047,3862301578.32529,27636546136.3322,OMN
2003,2363796.0,0.0,0.0,0.00969305331179321,46060087700.6298,12656541116.1485,27194275294.8867,3868256559.55873,28185462518.1885,OMN
2002,2337140.0,0.0,0.0,0.00969305331179321,47093635557.5669,9949827489.2708,28831948316.2397,4026559810.68115,28978439282.5415,OMN
2001,2310217.0,0.0,0.0,0.00969305331179321,47465846485.9487,9947755364.0062,29399867712.043,3678193408.52461,30452897600.5386,OMN
2000,2282131.0,0.0,0.0,0.00969305331179321,45372727044.5609,8614342756.23908,28189912571.0042,2961610666.76671,28878795924.9394,OMN
2022,243700667.0,,,4.72605334163553,400224894618.857,105656388102.037,77890824339.7089,50895471727.1277,44374606838.935,PAK
2021,239477801.0,7.80949519606923,41.6,4.7796803652968,381973779235.3,95169510720.1812,72788646704.745,45911694559.3878,41886890874.6368,PAK
2020,235001746.0,8.52049719303704,42.7,4.83330738895807,358614068499.253,83127660909.1958,67273735754.263,41540502439.7385,39322586683.974,PAK
2019,230800899.0,6.63890509747595,45.9,4.88693441261934,363242090361.647,87561346070.5383,71374285218.7262,45053240548.3081,38735583686.4791,PAK
2018,226928892.0,7.59973080424178,43.4,4.94056143628061,354390697428.203,81367695460.5233,71197850804.6699,43104295588.7382,34227080893.4171,PAK
2017,223273967.0,6.41370537108557,42.1,4.99418845994188,333853050597.697,70306215576.162,65209628379.2543,40254678597.5064,31104045738.3629,PAK
2016,220138869.0,4.63535634157602,43.7,5.01795350767954,319682711890.74,59088986236.7866,62337518347.0948,38386256534.1943,30353897291.1111,PAK
2015,217290883.0,2.01272260058581,45.9,5.10144250726443,299963590534.773,50134755423.6137,58800706799.2706,36899847395.1639,29920081362.9557,PAK
2014,214264647.0,2.21808053239616,47.2,5.14324667911997,287823367553.405,50638512338.5645,55790133902.0439,35440987214.7934,31111445515.7091,PAK
2013,211073978.0,1.18652715323418,48.1,5.18505085097551,276443758787.987,48464873803.9433,53471077696.7303,33509620018.4399,31903593273.1215,PAK
2012,207667125.0,1.12203901170351,47.2,5.22685502283105,264876940258.885,48436191746.1468,52860363369.5675,31802316988.3237,29228419821.5873,PAK
2011,203746065.0,3.45980649910611,46.8,5.26865919468659,257093227079.837,50562136180.7176,51655548579.8218,31174696674.9104,33567226716.3665,PAK
2010,199239047.0,-0.261484997457196,47.4,5.31046336654213,250382678707.751,52316910357.8883,49254483064.4473,30380893258.4224,32660069220.0841,PAK
2009,194376534.0,1.63004289145002,46.4,5.36462614155251,246678267936.347,53533262593.631,47381797215.6995,29865529981.6451,30281714958.0014,PAK
2008,189499113.0,2.48012355920363,46.6,5.41878891656289,238399717138.761,61809755381.8041,49431085401.3293,31089580541.7169,32083290018.2627,PAK
2007,184493231.0,3.11348407396954,44.9,5.47295169157327,233449556918.441,59395893303.1772,45442792345.9284,29291919438.305,31336262854.4253,PAK
2006,179682690.0,0.575249712359871,47.0,5.52711446658364,223514741630.685,59328044854.9432,42364462588.4824,27106197823.0289,30405738198.9761,PAK
2005,175453212.0,-1.5116577128881,48.0,5.58127724159402,210760292372.08,53232655174.7926,41018403711.8668,24543475038.5786,27365279038.4693,PAK
2004,171286000.0,2.62865384390802,47.9,5.6354400166044,196464413110.888,39416736395.3901,37623843787.8674,21207895672.1398,23271906939.5174,PAK
2003,167110248.0,-0.898812322157615,50.1,5.68960279161478,182196165734.208,36506887344.1256,32105521904.9858,18229259991.4907,23591297042.3667,PAK
2002,163222549.0,-0.587234492232907,51.4,5.74376556662516,172859487443.654,32955232009.8249,30147982553.3147,16972125569.9367,18745982289.0303,PAK
2001,159270907.0,0.426287449951677,51.5,5.79792834163553,168487544527.033,33749473929.6835,29598958874.2884,16276412349.9686,16570585765.153,PAK
2000,154879127.0,3.28849315872923,51.0,5.85209111664591,162552194688.572,32324611276.931,27751220060.3518,14706749483.6092,14619029851.8485,PAK
2022,17759.0,,0.9,90.3695652173913,215413072.557436,185863251.4588,20176510.9097471,2248428.3991655,34799423.4406161,PLW
2021,17783.0,4.59829235675342,0.9,90.195652173913,218291129.848716,172410669.128626,25087884.8652459,2375713.97616006,15888812.3832505,PLW
2020,17792.0,3.92137197873834,0.9,90.0217391304348,253220015.052904,214449988.91042,24895291.0693773,2553932.69198117,60046063.9759651,PLW
2019,17798.0,3.50894731580526,0.9,89.8478260869565,269381349.37935,215241317.282783,25991737.6109991,2814793.14145165,105373044.087692,PLW
2018,17814.0,3.58557208605373,0.6,89.6739130434783,268843662.05524,213856492.631147,20265559.6468625,2819214.56967912,119117354.186087,PLW
2017,17812.0,3.37038365005378,0.6,89.4782608695652,268548258.970373,230276556.357683,20588516.7727089,2819214.56967912,129060046.597691,PLW
2016,17797.0,3.26275598750434,0.6,89.304347826087,277597952.2125,220643282.940587,22288118.8596096,2833523.18700217,142622740.045165,PLW
2015,17770.0,1.84130829800121,0.4,89.1086956521739,278824781.25,217735300.0,22243373.5148311,2646482.93560743,148169900.0,PLW
2014,17715.0,1.84287099903007,0.3,88.9217391304348,257693882.855822,228968345.497118,16105826.6704956,2392552.812529,132398348.699591,PLW
2013,17648.0,1.26103404791929,0.0,88.7347826086957,245961518.426861,201515093.658203,15388298.0758934,2369677.983956,120164929.504203,PLW
2012,17765.0,1.15870329384195,0.0,88.5478260869565,253663400.901679,195583245.595037,16845989.1021748,2208900.51786624,117038453.057147,PLW
2011,18078.0,0.848297895780544,0.0,88.3608695652174,250523225.004551,172553002.1988,17551856.2767635,1855905.94881597,99598628.4364029,PLW
2010,18396.0,0.420984455958549,0.0,88.1739130434783,238325089.90108,145825044.977592,17368029.5683474,1685067.79892756,83335450.4665328,PLW
2009,18709.0,0.427446569178853,0.0,87.9608695652174,240479523.274489,137015421.695657,16365540.7124875,1817791.43519421,77280669.6399373,PLW
2008,19009.0,0.390103685453239,0.0,87.7478260869565,259306761.721941,165938439.002948,22817361.81155,2093783.07824721,90679032.4113466,PLW
2007,19302.0,0.0377394093782432,0.0,87.5347826086957,274381139.001998,149442136.145696,27509820.9592067,1790414.76678061,83422150.7460709,PLW
2006,19593.0,0.0393894633185623,0.0,87.3217391304348,269651410.422618,161353669.756407,30458151.4674215,1805409.05513434,85788902.5839006,PLW
2005,19819.0,0.0357142857142857,0.0,87.1086956521739,269985437.355149,149375534.82046,33613244.2324022,2018327.94975743,79740948.5509696,PLW
2004,19820.0,0.00928677563150074,0.0,86.895652173913,261072505.54282,,34333745.6561247,2011459.59831797,,PLW
2003,19659.0,0.00960799385088393,0.0,86.6826086956522,251178470.469725,,37043991.4796031,4141712.65533525,,PLW
2002,19503.0,0.00974184120798831,0.0,86.4695652173913,259544372.667908,,46925276.1198019,10778474.8927326,,PLW
2001,19352.0,0.0096749226006192,0.0,86.2565217391304,247147051.818136,,38592055.4128153,7498208.28765569,,PLW
2000,19178.0,0.00991375037176564,0.0,86.0434782608696,232062084.916123,,28779834.1588789,5848062.6699907,,PLW
2022,4400773.0,,,56.4978579131842,70048985344.8611,33015739791.9353,16864171306.9213,3431780848.08944,36130708137.6479,PAN
2021,4345405.0,10.3735646427096,28.0,56.6517026152602,63238418924.7981,26615294290.659,14978065473.6507,3207940133.26992,29535300439.6727,PAN
2020,4293261.0,11.2227405781193,28.5,56.8056079805878,54297226765.6596,20239166009.6227,11551810263.3763,2888959298.56161,23081011348.2154,PAN
2019,4234700.0,11.1883585164835,19.0,56.9594230250741,66072084974.6328,27532031705.3027,17609016111.7554,3616753777.65124,28152373191.3502,PAN
2018,4167860.0,10.3075069177899,24.5,57.1133728767862,64083529548.7943,28049999261.6358,17325853049.9371,3656935771.22979,27847776542.3208,PAN
2017,4098707.0,8.46477087484151,23.6,57.3135456017269,61667283244.4831,26913635361.561,16899790866.1941,3639194627.99144,26434564309.9545,PAN
2016,4029086.0,9.00321513871027,22.1,57.4676200755532,58317491835.7804,25914626485.5025,15781849579.1006,3524204939.81717,25183729278.506,PAN
2015,3960035.0,6.98193297717339,22.0,57.6215596330275,55767806100.0,27433598900.0,14822496800.0,3491138700.0,26426478300.0,PAN
2014,3892101.0,4.14278023042963,19.8,57.775580140313,52977523789.5376,27727676473.0214,13396189092.8797,3376688063.38731,26333739047.856,PAN
2013,3825329.0,3.26445635186426,20.7,57.7581651869788,50635232250.8688,29104642128.3101,12098197469.9124,3246870349.16535,28466087058.5176,PAN
2012,3759256.0,2.55840985702662,21.2,57.911729889696,47623362287.1202,29665343667.973,10341920568.1065,3133440045.66466,29784959254.0399,PAN
2011,3693505.0,2.76233699821018,19.7,58.0652945924132,43441154827.5517,26863156216.0644,8568973315.96499,2914623485.6876,27366999360.4239,PAN
2010,3628535.0,2.90979276716782,20.6,58.2188592951305,38818327825.9763,23274372929.9841,7322497315.66006,2753775065.77215,22669102518.1055,PAN
2009,3564381.0,2.82776572668113,20.4,58.3724105461394,36595725406.4936,19617628534.7112,6835411412.27582,2666072908.66325,21431631848.7745,PAN
2008,3500648.0,3.26396887159533,23.4,58.5259617971482,36015209193.4566,22146281347.186,6603980917.74677,2711677843.64079,21917515735.4111,PAN
2007,3437490.0,3.00309789343247,22.8,58.6795130481571,32682439460.4496,17998750473.7899,5696828971.09316,2612949352.2718,18314788198.6342,PAN
2006,3375024.0,3.39656036066121,22.1,58.833064299166,28883388489.0221,15209189155.2714,4897601788.13054,2417698358.91508,15189755822.1005,PAN
2005,3313026.0,3.49922773296722,22.8,58.9866155501749,26291748117.2201,13818482764.042,4393781021.75636,2280358776.36999,13541974692.711,PAN
2004,3251155.0,3.68963721576115,28.2,59.1401668011838,24282115701.6943,12066730834.9638,4155647077.85978,2142457514.21586,11977906439.1761,PAN
2003,3189807.0,3.48224533715925,27.4,59.2937180521926,22446932329.0813,10579840431.6186,3782499854.72682,2052889600.23609,10276252734.3586,PAN
2002,3129344.0,3.15397695068959,28.7,59.4472693032015,21358328178.3601,10948018201.2741,3425608197.88711,2083585450.04701,11570361762.7297,PAN
2001,3069537.0,4.00136612021858,24.0,59.6008205542104,20835595644.0282,10860326633.2349,3391766604.88852,2094209925.61914,12022677929.051,PAN
2000,3010369.0,4.43400859422959,27.7,59.7543718052193,20639538981.1271,11219397968.9537,3728023195.51158,2190558516.15772,12010288776.354,PAN
2022,10203169.0,,54.6,79.0281764783818,25173614536.9108,,8008559801.77602,426975545.380096,,PNG
2021,10012896.0,4.67103081085799,54.5,79.1022170207128,23814388292.8563,,7511731188.29234,386645626.473543,,PNG
2020,9815746.0,4.60341972315196,53.6,79.1762575630438,23936789892.3901,,8155727236.80259,360407963.813629,,PNG
2019,9609010.0,4.82024016866807,53.2,79.2502981053747,24719771866.935,,8817423959.87931,385097571.262165,,PNG
2018,9394513.0,5.19995396007315,53.4,79.3243386477057,23659695751.3327,,8200320491.66935,387324005.253791,,PNG
2017,9178714.0,6.78156732228184,54.7,79.3983791900367,23725951011.6612,,8868243085.84693,415339753.217621,,PNG
2016,8961718.0,7.40108112453027,54.8,79.4724197323676,22915960976.066,,8471740351.85994,400556715.153006,,PNG
2015,8743246.0,8.307169849012,55.3,79.5486925319083,21723437010.0982,,7560827073.42693,386049258.564115,,PNG
2014,8523441.0,8.43668456939181,56.9,79.6169098617674,20382597142.1943,,5982951957.02835,443319105.076827,,PNG
2013,8302698.0,8.74435627308797,58.3,79.6851271916266,17951312547.2223,,4300299002.90731,447136856.810746,,PNG
2012,8081390.0,9.72582610774533,55.5,79.7533443006669,17289980088.7062,,4217850861.62683,439645363.66827,,PNG
2011,7859346.0,10.6375696345954,54.7,79.821561630526,16520596167.0901,,4312402283.51766,441839457.532326,,PNG
2010,7633523.0,11.9226753140971,55.2,79.8897789603851,16339627662.3714,,4710145373.22919,422230787.418841,,PNG
2009,7406438.0,12.7082101056412,56.0,79.9116579075211,14836880985.9851,,4205115180.2247,392578136.167326,,PNG
2008,7183002.0,13.7481477259774,56.9,79.9335368546571,13892155836.0293,,3653021378.05436,400608161.123676,,PNG
2007,6963345.0,11.2217444122316,57.1,79.9554158017931,13933462679.345,,3778806255.43559,381878257.295766,,PNG
2006,6747720.0,4.6151385074786,58.9,79.977294748929,12923469113.2424,,3605460974.70912,337321938.69617,,PNG
2005,6535905.0,5.05727243961607,58.6,79.999173696065,12260199191.5266,,,,,PNG
2004,6328041.0,2.63882280220391,57.5,80.021052643201,11528725110.7168,,,,,PNG
2003,6123997.0,2.78872815215754,60.4,80.042931590337,11223318880.0206,,,,,PNG
