year,pop_total,electricity_from_renewables_pct,renewable_energy_consumption_pct,forest_area_pct,gdp_2015_usd,imports_2015_usd,industry_value_added_2015_usd,manufacturing_value_added_2015_usd,exports_2015_usd,iso_alpha_3
2019,1749141428.0,5.62345345264183,63.7978174415488,26.2177888214065,2516446067894.71,694724427956.972,612983792187.731,303901396140.584,499438490590.939,
2018,1711076533.5,4.11153349616208,63.4026954501762,26.37174468264,2420009119374.27,669022175444.437,582970719719.07,287950848102.238,460629313061.232,
2017,1674229409.5,4.0232850158557,63.756726238097,26.521669316462,2319338407383.46,601696638352.823,548803669534.117,270632605411.685,434241554306.324,
2016,1638586690.5,3.31213258706316,64.842847006727,26.6711222586625,2230673025743.64,557926454110.394,515554022657.539,258259868229.287,400734868414.863,
2015,1604188278.5,3.44035279951397,65.8156959470969,26.8252070562707,2160355432857.54,544038406136.737,502270125456.16,248219651560.243,398321705218.911,
2014,1570999899.5,3.19582429749693,65.8203219173824,26.9837871171042,2089992480048.32,539594088631.342,492804159150.504,236698310034.37,414822500045.004,
2013,1538498334.0,2.86080360062158,66.2272364460917,27.1367585234982,1981305867186.55,524565095153.559,460754151089.532,220576644284.977,392937497789.789,
2012,1506857958.0,1.90991263196535,65.9581495375944,27.2909044882341,1881493230901.47,514129093261.613,444165626664.187,202147888859.631,380231998296.236,
2011,1473566365.5,2.33432072759584,65.2675994605529,29.2682624918407,1819318179198.73,488989333838.849,444461770453.684,190406660379.511,443794875993.506,
2010,1439930635.0,1.01126597543594,65.7143853561922,29.4321102672919,1746186257946.39,553380453098.729,421463888474.008,176769217965.803,648662146728.472,
2009,1406604878.0,2.7369042561624,66.776109997762,29.5660149001196,1644564187322.82,516554774531.74,391177213136.456,169557861872.027,601170533508.07,
2008,1373831893.0,3.41940541297577,65.8162778624231,29.6991645542897,1564796899067.06,544253977325.034,378488492735.912,167760295790.049,612440322592.878,
2007,1341438372.5,2.52528706211045,65.7890032403863,29.831966733782,1489743067142.55,506852592656.585,365351097168.937,161329007865.096,566042835650.403,
2006,1309409307.0,3.32403039410736,66.5603110008094,29.9654306849523,1406335613868.79,466640832769.887,350490223576.069,153547886189.949,526785359551.39,
2005,1278398884.5,1.96632184864767,66.8986249779405,30.0987951224151,1325689452627.91,443043868051.395,335593662695.977,144950969100.297,472828756524.846,
2004,1248451457.5,2.27638100357379,66.9807635095147,30.2319201242925,1248378293630.58,382417414532.289,316186463858.604,136073206067.291,437823045421.174,
2003,1219064128.0,0.439130965727544,67.2422610372785,30.561874064044,1170099695464.42,319481793125.593,295904237514.874,128534905154.113,394752949878.993,
2002,1189916772.0,-0.116796070430154,67.3629126090193,30.6955831694084,1115102566945.02,291798524340.724,277063548628.217,127489792945.535,358243483543.228,
2001,1161268164.5,1.62759456413528,67.47909015535,30.8295946568159,1057338627531.78,286243040637.482,268319861267.749,118966844004.401,329591910265.635,
2000,1133395251.5,2.72902665005732,67.7764335069289,30.9635322905239,1016456097558.95,274150659838.479,258909760177.304,114902581543.494,311428384849.411,
2022,2324072105.5,,,39.5641881279218,25034943849253.5,,9050504027744.15,,,
2021,2320366261.0,11.648292908853,,39.5482953595202,24272323323055.3,,8793121545497.14,,,
2020,2316785459.5,9.91238498534599,15.7680400930135,39.5332943455357,22583104666690.4,,8161636336409.17,,,
2019,2309008599.0,8.90438692575638,15.2296231693135,39.5143671806529,22535207616234.4,,8072280594108.09,,,
2018,2298520431.5,7.93532516482043,14.7553404842946,39.4998201303943,21532721290884.5,,7780963646340.0,,,
2017,2285977088.5,6.87062083523761,14.4100287679332,39.4810406677083,20425186142908.9,,7407158126883.64,,,
2016,2270944240.5,5.92247024946529,14.1073917695408,39.4792885027664,19393865189738.0,,7095255388903.62,,,
2015,2256211694.5,4.71846099083025,13.767259438093,39.4619832288736,18565287346572.2,4760455923101.11,6788795449625.5,4317603669628.15,5468435326074.34,
2014,2241185411.5,3.87586022090379,13.8134442754648,39.4418059975895,17730188430623.6,,6460791948960.11,,,
2013,2225043647.0,3.40050000293492,13.6438163401403,39.4225768911893,16848162841072.0,,6132836904186.88,,,
2012,2209331950.0,2.90666274735351,13.582850422228,39.4036864096204,15952754404408.3,,5805496608119.56,,,
2011,2193156337.5,2.37121061078893,13.5308228801371,39.384238603136,15076847445509.1,,5473384903374.42,,,
2010,2179522412.0,2.0490759428134,14.2153188758712,39.3647576435881,14065632661415.6,,5044064117592.14,,,
2009,2167303374.0,1.57921076296289,15.0753928441819,39.3817994508372,13020467219547.5,,4578734994281.34,,,
2008,2153941306.0,1.1830516756733,15.1033008021706,39.3986123086604,12558381186815.4,,4395511990200.28,,,
2007,2139958607.5,0.918794711242532,15.5657045111247,39.4147814308712,11745469067101.8,,4111291660088.52,,,
2006,2126122277.0,0.777162360902564,16.2528658854835,39.4310443201653,10658336583981.3,,3719163086565.89,,,
2005,2112603350.5,0.802402510045133,16.8416458898126,39.4621796965073,9753317647098.99,,3380427832146.29,,,
2004,2099412662.5,0.66491267337949,18.0304755099958,39.4825576268395,9053307632960.23,,3122455928473.25,,,
2003,2086139068.0,0.669504896480564,19.4851359525076,39.500504665086,8369034580304.96,,2851969458500.19,,,
2002,2072599555.0,0.654469751711622,20.652796503062,39.5244156587177,7834716675119.46,,2620820607106.21,,,
2001,2058600485.5,0.582543209203443,20.855511280119,39.5423349552341,7392532376211.96,,2460271499075.25,,,
2000,2043581321.5,0.534264667015255,21.6396740579505,39.5593547515833,7028541425550.29,,2334943860042.75,,,
2022,653104771.0,,,46.2606358116724,5851974044642.51,1528474750896.57,1604321373642.75,952335442267.329,1400179264357.5,
2021,649234475.0,14.9624019631889,,46.3779012956611,5628872798112.74,1423849442890.43,1549363456659.51,923431970158.642,1298935534403.69,
2020,645497618.0,14.2960192857488,33.9329422959945,46.5008054134841,5258223388020.69,1202762168956.27,1437899863471.15,851206245056.367,1201836834889.8,
2019,640853375.0,12.1992880157833,30.6590142545584,46.6197105342579,5629438837084.22,1383212752051.29,1554871191100.32,916246012181.702,1318938474854.45,
2018,635680745.0,10.0974977834932,30.2527972063643,46.7443529903726,5591210718542.45,1395175058699.76,1573958334587.47,924662285938.447,1308685054647.44,
2017,630329435.0,9.11460839905827,29.4019983736021,46.8601747303639,5504542134802.01,1328562647009.66,1564286917880.33,914488761773.484,1253171364747.54,
2016,624664026.0,8.27997336727361,28.9082234379621,47.0322846268752,5402323123763.81,1251312809350.16,1555281557223.66,895853850862.589,1209243356606.24,
2015,618806527.0,6.85972909672523,28.2239453077283,47.1803657683013,5420625373878.58,1266431038163.3,1574860942670.36,908257483560.648,1184544971726.47,
2014,612799258.0,6.77529884262675,27.7129528789215,47.3248447815831,5398939281652.51,1284899949433.31,1579348597385.55,915031291324.404,1138508811414.72,
2013,606644957.0,4.3695035754536,27.7567487218568,47.4681408241368,5327887934653.0,1271553435314.29,1567691258070.44,918785418896.249,1114812956317.78,
2012,600393759.0,4.36396897682102,27.8903446023191,47.6066593862557,5184980068533.49,1219047159266.78,1537058346827.14,904200818407.104,1093287521577.31,
2011,594072097.0,3.69109173270711,28.4728630716316,47.7504198380804,5055178646057.52,1187075718593.58,1512280366502.54,896217219667.49,1062221390310.08,
2010,587749565.0,3.54402899149888,29.0249859430889,47.8968768796884,4842025099731.02,1084028998137.06,1452061155155.38,861183256908.503,993658848102.034,
2009,581388129.0,2.95985557280664,30.0002545401217,48.1728039639003,4551243171648.41,889329741478.243,1364001097827.09,800681929573.832,879656987983.741,
2008,574908733.0,2.59482592620013,29.1493251123858,48.4487310481122,4657221218572.24,1028887957197.24,1435061282667.62,869873596217.628,956705831882.708,
2007,568345245.0,2.54739843138994,29.0378723153464,48.7246581323241,4493478775262.46,940293947830.668,1403099180770.56,851913690551.675,949084424131.652,
2006,561751999.0,1.96725028108169,28.9322045883253,49.0006096609126,4271749497154.16,850240818825.451,1348948643231.52,817836061985.481,902471874671.493,
2005,555120780.0,2.342553535525,28.9596314431633,49.2765123007479,4062988981155.22,770013868405.654,1286708288605.1,783891122571.394,850046407751.351,
2004,548455563.0,2.19129022181626,28.874016798419,49.5525135440555,3909016455685.44,710986466160.697,1245272155997.67,757839038835.167,786764044222.49,
2003,541643365.0,2.12210589646807,29.047688354504,49.8284658986109,3707368381048.55,646162515805.453,1173504191070.53,713605100559.098,714564622042.869,
2002,534691591.0,1.82361118722009,28.5147058720981,50.1044185284893,3618344621458.87,622389709323.303,1144117940635.81,694425512109.297,683433189163.106,
2001,527572583.0,1.7446411591263,27.9492592614542,50.3778080228259,3601567655082.22,645818778709.014,1144467030383.83,702505057951.521,661243826411.405,
2000,520272118.0,1.48099094293465,28.4784888026594,50.6537218934046,3585254812815.33,644938332419.322,1159943517213.48,711011647621.439,642288986948.964,
2022,590730587.0,,,46.6260049838789,4991404194814.04,1247327437219.83,1155587627900.39,688074490138.657,1112408441288.58,
2021,586944219.0,15.267650971342,,46.7612450504447,4806394585288.23,1160710523811.99,1117447482837.44,665331928709.713,1031787769395.61,
2020,583125825.0,14.4346585770873,34.9291087228736,46.9021965838897,4497709887570.09,990579049654.801,1035145082259.18,612258368439.93,954832708031.837,
2019,578311232.0,12.3645701126659,31.7800559277684,47.0396008274009,4808839650674.39,1134958649241.19,1119116460859.8,659366069691.985,1048281420769.57,
2018,572668977.0,10.0909774782006,31.492321617093,47.1820315712747,4778851211756.39,1144041534402.4,1133674500590.69,665051381805.825,1038598096104.04,
2017,566870356.0,9.1020102664664,30.656656872441,47.313092559556,4705197663590.91,1090902044171.52,1129932117931.29,658958418757.43,994100313215.022,
2016,561307280.0,8.42942587922179,30.1348141405752,47.5057963827953,4612148668023.2,1026451581987.22,1122822461785.99,644692023656.723,956868636616.219,
2015,555893183.0,7.0577874269481,29.4162794524791,47.670625732548,4634562623756.21,1040149333362.94,1139012587172.87,654114430412.459,934127917661.596,
2014,550428711.0,5.91516042342021,29.2113277535272,47.8333750724046,4621050098486.99,1053804857631.75,1144709514682.67,660208651540.385,890821619478.628,
2013,544834859.0,4.68577644756605,28.9652953001049,47.9953769577576,4561931926088.29,1035670749815.16,1137914430386.2,663563373667.131,868568868618.211,
2012,539167194.0,4.64472269195075,29.3632801948691,48.1513941882328,4439170344529.62,988505058952.257,1118314526560.28,652808566026.068,849939076411.804,
2011,533432539.0,3.85927886465388,29.9603748780363,48.3133311117761,4336347289899.49,957276512753.605,1103968698944.66,647703119425.444,818124957292.169,
2010,527703442.0,3.85854469813713,30.8121929294819,48.4769847294469,4152582002934.26,876563389665.684,1058416373446.99,623235612753.457,764076438191.446,
2009,521959738.0,3.02769684230691,31.5255046097041,48.7825113328498,3892850940745.52,715011878041.946,991158378530.251,577932600537.858,665678663018.241,
2008,516099421.0,2.71071541365141,30.4802834044016,49.0880379362528,3988836686840.15,826622680613.013,1046884317501.83,630211283107.481,729460825984.633,
2007,510173588.0,2.74948128223768,30.3764486850362,49.3935645396557,3845042524700.5,758345264859.248,1022049824122.73,617796487421.809,726941082214.703,
2006,504231967.0,2.1506495803055,30.3608842125355,49.6991188352837,3650288066883.86,684817471229.601,981623655193.507,593192742308.068,693537593089.066,
2005,498267811.0,2.56724626830559,30.6269300011771,50.0046177464616,3468110267545.18,618930291430.491,936415571273.118,568899253997.604,651572272309.664,
2004,492232564.0,2.33664793794262,30.4198073915863,50.3102284480658,3335075676125.29,574948088844.549,906851153822.27,550936177680.315,600185849355.125,
2003,486116511.0,2.26016447956807,30.7048573507909,50.6157837652212,3167989021104.0,525761348351.309,852957005546.592,518587146178.65,548295545052.887,
2002,479874713.0,1.91382398771878,30.14204472734,50.9213394228868,3093526617486.27,508201552898.546,832837287761.381,504756383984.534,525665332131.618,
2001,473472090.0,1.79497027877334,29.3679881376699,51.2239841399629,3082197327963.07,528387066671.265,832804512080.453,510972898668.268,507088834003.084,
2000,466891427.0,1.59379093223361,29.833580123176,51.5294944013285,3076786557824.42,528101730084.861,845030835638.218,517286160069.698,493767872166.274,
2022,637837815.0,,,46.3353421973475,5639186879688.64,1451607854604.22,1533365747579.06,894451989559.165,1297987650075.6,
2021,633862610.0,15.2237267101627,,46.4533703526148,5422918139380.32,1349831688300.29,1478675516249.53,866315797538.976,1203496744464.0,
2020,630051021.0,14.5700678850724,34.2376570603295,46.5770753722792,5056032505571.43,1137742644131.47,1369135107193.8,795720447737.063,1113819952378.5,
2019,625467307.0,12.4267326991665,30.9074462982408,46.6967592952872,5407995749573.59,1308402159070.56,1480091269039.88,855352569923.483,1218712263499.41,
2018,620274430.0,10.2807836703,30.4957364186851,46.8222116253588,5371414263252.33,1319355609091.67,1497748521848.05,862438521405.999,1208827561421.45,
2017,614776664.0,9.26339937931898,29.6360964977693,46.9387975563303,5282803532188.65,1255202746766.59,1488879122993.78,852600026619.623,1156445332356.29,
2016,609017063.0,8.43121395312743,29.1719760342785,47.1126372603117,5179543837807.33,1181972753768.23,1480517691663.75,834686274122.078,1115728252990.88,
2015,603091701.0,6.96795340859537,28.4665300969292,47.2646860022656,5197174644055.66,1196524025201.36,1499342285860.7,845643997873.905,1089439693420.02,
2014,597023419.0,6.8953805484327,27.9150083442527,47.4124462363024,5178541043898.17,1214114371511.87,1505435631918.19,852974089159.523,1045378310865.56,
2013,590809938.0,4.42001144352298,28.023018911331,47.5596811692946,5107285427714.11,1201727043800.53,1493673480320.34,855995971998.831,1022808038330.7,
2012,584524334.0,4.44536331043949,28.1577248904094,47.707439771324,4965821465011.41,1151665109980.02,1464676576522.95,842415850753.118,1002510212917.1,
2011,578171855.0,3.76423776258766,28.7480981973053,47.8551983733535,4838015729073.82,1111009852719.2,1441770098328.39,835216255109.796,965642918061.974,
2010,571822092.0,3.61927031960243,29.3733561573885,48.0029569753829,4626327723370.93,1010619222673.3,1383694706981.84,802533320317.382,899934807822.333,
2009,565454932.0,3.02015521064129,30.3420143852618,48.2834424775746,4336676042595.98,825505498140.473,1298276496487.96,745287573585.758,794235288264.196,
2008,558968822.0,2.64177631732779,29.4652167654654,48.5639279797662,4439954435650.51,956220231195.661,1367026560909.98,811070357616.383,865186996008.115,
2007,552399650.0,2.60851286942847,29.3767904372324,48.8444134819579,4276857901851.33,872408772177.943,1337061725135.3,794701669714.205,859546915097.257,
2006,545805913.0,2.00600909260295,29.2344437326834,49.1248989841495,4059300163044.52,784607113247.332,1284905439060.74,763484113769.719,817230469027.007,
2005,539188798.0,2.39498271504579,29.2095780911005,49.4053844863411,3856900300769.56,708773964244.884,1227141809015.38,731859048199.253,767329160085.692,
2004,532556401.0,2.20444838266414,29.0084998582727,49.6858699885328,3707313367477.58,654582079405.86,1188412468943.03,708126380393.709,711264047595.406,
2003,525787222.0,2.13910977531769,29.1966240827901,49.9663554907244,3519067798288.34,594419110390.554,1119389113228.31,666440305530.772,645976438938.868,
2002,518881965.0,1.80359904431445,28.6164648261454,50.2468409929161,3431916322698.7,574609703543.577,1091124316218.47,648116165593.929,619380486310.488,
2001,511809816.0,1.71848769223339,28.0145940751622,50.5273264951077,3417184819163.7,596070754965.231,1091593074955.91,655777666049.518,598803465887.728,
2000,504556065.0,1.44710139256272,28.5559887281631,50.8078119972993,3409430284092.01,594872116411.904,1106126166208.82,663734525613.718,581322692542.648,
2022,1134585604.0,,,25.77353272164,1189385426762.52,421701994541.831,345898258739.731,159684122338.611,245801506316.792,
2021,1109175268.0,1.0459950626062,,25.9628986736143,1136640339791.24,362667015734.816,326194018398.52,149323558456.814,218790261057.448,
2020,1083636132.0,2.03055173910262,70.9349084202493,26.1531309962107,1105357831734.07,328920150598.266,314711689272.795,141531103764.327,202925454337.429,
2019,1058013514.0,5.33873520311734,69.6544391506635,26.3419742165559,1106604301203.81,348557786904.139,315265215015.555,143221019379.4,219718893961.192,
2018,1033110314.0,1.87605386612221,69.7689814757559,26.5328717255239,1053147029448.96,347854760511.393,295263235491.484,132935531527.655,210516405919.12,
2017,1008993468.0,2.32965106432294,70.7237180071876,26.7201595238053,1006761000386.5,314629824915.495,277655709576.678,123135440800.479,201401100887.834,
2016,985414939.0,1.2266934614274,71.977349657531,26.9094260120915,962903373259.473,293697934242.75,261795044070.084,115262808795.851,182550460699.061,
2015,962508256.0,2.56817408134941,72.586786783296,27.1023933867511,928290888606.707,298951481974.838,249050690453.367,106563528628.333,190092338478.807,
2014,940284138.0,1.13947993161634,72.8091623290999,27.2953649486022,904450417722.76,313524486334.768,243582260045.056,97628068213.4561,211261088944.593,
2013,918269633.0,1.96423832103298,73.4895678063178,27.4882017323353,856089446339.018,304909597368.475,228447779700.411,91701563968.4059,194742641536.309,
2012,896684951.0,-0.0612789728739074,74.1893225942829,27.6809547649171,808686474547.741,290673028578.91,216943122745.988,85396370503.6324,185658736395.886,
2011,875685078.0,0.724234749242821,75.2784077627562,30.2598063408874,783582543821.938,267716356335.711,218539305307.165,79650032846.5141,220823884587.653,
2010,855348118.0,0.681537805813656,75.8238613389606,30.4704811125933,759026229507.032,329679901202.374,212341612376.344,73822350618.1588,379514258118.703,
2009,835687108.0,1.03497663717382,76.9957209684038,30.6346735009922,714587153899.573,317274532159.893,197654109635.194,70736890744.6955,357562478548.43,
2008,816268129.0,0.470981455916598,78.1250319481026,30.7977991202421,684984378992.859,323466920906.41,189540980230.365,68049476597.8513,359435434475.887,
2007,797516000.0,1.03282305224356,78.835984083411,30.9604563778617,643413528403.544,298114691469.679,178751626517.784,65165583115.6938,322923459696.421,
2006,779230030.0,0.78875347221116,80.1395288662303,31.1237096040763,599710096857.209,274836422204.489,163362120915.755,61282733789.1744,290830122839.136,
2005,760741611.0,0.767036774448442,80.7879014144197,31.286974283348,561078319437.546,261312705753.278,149156490357.634,57505523136.8113,259299359421.822,
2004,742717957.0,0.542321080427367,81.0196825353347,31.4500349672655,522209256206.578,232972141038.796,133940251964.365,54445454194.8989,234935118712.351,
2003,725111768.0,0.207133656189549,81.4315553396144,31.878108795879,490890316253.35,191887108682.547,123025019959.301,51031400048.2209,210649898350.19,
2002,707266809.0,0.312673059503433,82.6319264890398,32.0425624279029,467316609059.258,169442728490.779,116901402189.694,49097540158.7156,182698154886.779,
2001,689878805.0,1.76192903723495,83.0587818220715,32.2070160599268,443702943245.311,160998844442.209,109383080274.629,46620626521.4519,161241523196.09,
2000,673630102.0,0.453544426634904,83.8228167077565,32.3714696919507,423167491175.065,154446024934.84,106011499025.045,45325641605.0519,,
2022,6568731933.5,,,27.5205734655176,33664644890385.3,,11154189512982.8,,,
2021,6505838578.0,11.1500050581598,,27.5860586033338,32427441683196.7,,10848928821040.1,,,
2020,6438169877.5,9.7027440616942,25.2624895725564,27.6596380025224,30210672843723.6,,10047713332336.7,,,
2019,6364581440.0,8.46278935558952,24.3350858902724,27.7255927048359,30552777487046.0,,10081083055297.9,,,
2018,6287535114.5,7.41312554182908,23.8468961304687,27.7942718368846,29356984994689.4,,9788493689085.79,,,
2017,6208763934.5,6.37764427845301,23.7676399979481,27.8592738624854,27961577337064.8,,9374990661474.05,,,
2016,6128880429.5,5.47190523044049,23.7298727215053,27.9464471741653,26543474010264.6,,8934547236188.71,,,
2015,6050054834.5,4.53217309968066,23.4438501781898,28.0050526701743,25336686257692.4,5920587375116.04,8528468656610.12,5336910129660.89,5885222978125.16,
2014,5971198209.5,3.80459622223575,23.4128918494465,28.0812454501234,24195028911241.4,,8177253581597.38,,,
2013,5890623212.0,3.22548028540063,23.3635991441574,28.15555910794,23005062631808.8,,7777832367034.01,,,
2012,5809649768.0,3.04883045124158,23.3737721007755,28.2290876738041,21784326871192.6,,7390063974769.71,,,
2011,5727986725.5,2.33305992680398,23.5641076061905,28.8890574280555,20653249816943.1,,7009775774927.02,,,
2010,5648351983.0,2.08429283248646,24.42140986766,28.9641302101085,19414953094482.5,,6559349618579.75,,,
2009,5569896557.0,1.89934626551292,25.4400497752476,29.0485281942742,17950775331331.9,,5999687514590.18,,,
2008,5492228861.0,1.67157879836078,25.7031636314608,29.1315620919787,17264416258597.3,,5785212190060.24,,,
2007,5415642173.5,1.19802990520081,26.1492849528247,29.2155774898802,16300759789561.8,,5468005414290.71,,,
2006,5340182185.0,1.04006222129217,27.3053336867588,29.2995174416545,14977878266184.2,,5005714340744.75,,,
2005,5264191084.5,0.962719942813524,28.1267205269202,29.3801224944909,13842310530604.7,,4585631469418.36,,,
2004,5188460859.5,0.968472141548405,29.6807834081673,29.4659981727856,12898559770032.1,,4254124023063.92,,,
2003,5112795945.0,0.776134003911994,31.6653580466969,29.6089593208878,11981558886015.0,,3917310429078.91,,,
2002,5037637869.0,1.03868116623351,32.9346470367081,29.696509172013,11317627582812.7,,3654563358243.67,,,
2001,4962048189.5,1.08786957618059,33.5301283414834,29.7808171368719,10806107276199.7,,3471895316597.13,,,
2000,4885599511.5,1.19478916767835,34.1125089057909,29.8657346161128,10427512431296.2,,3367150683650.48,,,
2022,716865783.0,,,20.0098954977383,503780277751.377,198593459476.229,131496281416.725,51270135249.356,99938450288.0489,
2021,698215206.0,0.580338332142023,,20.1505415070865,485946125646.535,180914748316.327,125601852689.014,50148304099.449,90491616445.3117,
2020,679560744.0,1.24399029370028,74.2129740199587,20.2902819727616,475602794987.658,154848751380.975,121236035914.161,49067516431.6784,82523098282.8823,
2019,660718366.0,1.58430527194577,72.572177208648,20.4281719147109,474081737618.703,157680750055.364,118487254969.797,49292972608.1119,82109952085.1358,
2018,642186195.0,1.04457839666504,73.0350572190928,20.5688272981331,454537993853.636,156572372014.065,111294297306.408,46524310401.7616,78857009822.7755,
2017,624557000.0,1.24057693418174,73.4896036079887,20.7045607381945,439594337732.543,142618833776.37,103430410183.409,44037735182.5102,72564173463.7408,
2016,607867476.0,-0.158922493721148,76.8148994059855,20.8430536465972,426318507337.121,131750488870.961,97514881088.9878,41316595839.3613,65166898740.4326,
2015,592175402.0,0.717517913802865,76.8998452939415,20.9871090150281,417756953873.849,130334908105.817,99185506654.7763,39000115862.8467,70062478163.4993,
2014,577586377.0,0.118333510855249,74.1084894111486,21.1239129902932,420838437954.123,138771394838.201,107038513608.037,35941034055.0856,86557206507.9407,
2013,563526633.0,1.22602362541312,74.1732105894448,21.2605729349149,403083436691.903,132788962655.305,96475357851.9415,34187516107.7052,76129068101.7619,
2012,549451656.0,1.12522780239219,71.7849354788423,21.3972451443914,389086119099.633,130307838600.947,97594868258.1203,32517024735.0359,71667179795.922,
2011,534808724.0,0.359958859003587,71.0010646587502,23.7200549763887,401750791323.715,127097555545.129,115233642874.167,31262053464.4109,127948900546.961,
2010,520054110.0,0.169638139466092,68.6696220935199,23.8710168299711,398590989534.171,224022040928.733,117192082199.375,29966346532.0439,318371854193.144,
2009,505585022.0,0.230706503424312,68.7319734677448,23.9896888693628,372577449527.845,208712788632.748,108122008416.483,29415569118.4568,294271417913.844,
2008,491406380.0,0.0388673081531214,66.25108753545,24.1071030823383,357761842735.533,221641175797.672,103064034366.752,28872349721.9426,301512041168.962,
2007,477551564.0,0.133866156225125,67.2645415628048,24.2243786171064,338990131399.517,204104427575.889,99598366640.8542,27980322699.3037,272835869918.809,
2006,463744491.0,0.214487346479244,66.9080400926586,24.3418414609245,319425410003.356,192141201281.425,93611948972.4655,26472619668.193,252077630115.884,
2005,450155667.0,0.418471535509984,67.320515940215,24.4592964609511,301600732185.799,194751271366.154,88471958908.8141,25752239793.7804,224343235874.391,
2004,437382851.0,0.409906633220794,68.9014821327394,24.5767386029311,283018908311.184,176365642868.793,80964942381.1769,24706315987.9224,214122359641.908,
2003,425077105.0,0.391553799794765,69.3889209535759,24.9973831139036,266652967070.577,142125754762.418,74345995659.6954,23477235013.4989,194844527675.311,
2002,412670845.0,0.502845863738155,69.3585540014723,25.1157817581767,254230951863.886,123965104971.342,71467086484.5885,23241237729.7203,171308195896.369,
2001,400757289.0,0.486951255317702,68.6214478287934,25.2345730550912,242294958385.809,115892993019.572,68350612335.5243,22087773206.2764,152234464600.815,
2000,390079731.0,-0.641800274288011,69.0936559235188,25.3533643520057,232384864913.512,112659675816.753,68427177247.4793,22838027602.4495,142033623184.72,
2022,3041203716.5,,,30.4158107020663,6775936832420.71,2087232225614.75,1801237835694.49,994968982230.652,1821976104370.91,
2021,3004162907.0,8.28987397654948,,30.528352149507,6402342783987.56,1882060556214.5,1742474125260.72,972543725883.704,1610392987484.78,
2020,2966396716.5,7.95264153883212,42.0418737551124,30.651077202485,6002516344310.31,1621019896152.48,1623643218059.75,905553506763.354,1379552074626.81,
2019,2926690682.0,6.15423495439594,40.2527062566402,30.7731613652093,6226615757545.93,1829124967448.62,1657731899973.82,907093113626.151,1513343343611.44,
2018,2886705487.5,5.17806098470325,39.8927751432776,30.8961862009614,5982516241313.0,1817140312999.01,1623010656409.89,894327500133.111,1491426030027.17,
2017,2846133568.5,4.64295360206214,40.1020091374381,31.0186973753689,5673767311022.84,1665014698043.99,1538316810147.25,844458016235.214,1346425067313.89,
2016,2804867051.5,4.01791410282051,40.8186366784506,31.1416567140088,5379808124885.27,1440546728730.5,1456920811335.04,793614307267.029,1203126424418.99,
2015,2763351401.5,4.37429257203189,41.6452035961217,31.2517441852661,5089665684079.03,1368682540093.01,1381323726366.66,748333535373.955,1154687238837.8,
2014,2721462078.5,4.28621648348162,42.5324013868184,31.382380570862,4804501648342.21,1356594763961.85,1296343626490.01,691927559714.878,1150977954391.97,
2013,2678274094.0,3.12183171523109,43.4536986548303,31.504578305482,4527485766916.12,1315273445237.85,1225747186025.6,646839716146.436,1110005885348.78,
2012,2635615131.0,4.01164531767343,43.4740995063709,31.6272597051393,4284201082472.95,1323014179157.69,1177843879246.06,610634028398.825,1040501621595.89,
2011,2592374919.5,2.45915886021161,43.3890943836142,31.7509189202735,4073797174037.51,1242674265726.42,1131252289217.08,579307230876.224,982457395611.42,
2010,2548857608.0,2.66546753888228,44.1423325863095,31.8744233495293,3888776335478.37,1103065819793.93,1083495343778.57,552597786079.566,890954032069.029,
2009,2505415842.0,3.30285095630554,45.322950892833,31.9894821040949,3639196057719.62,997397900506.125,1020253125954.93,530335026822.675,789156395673.469,
2008,2462681283.0,3.5159461554499,46.1581085084222,32.1046165562519,3434574180396.17,1041724318687.54,972310261120.09,505864305503.238,828965289331.044,
2007,2420211545.5,1.911686701664,47.2894683251323,32.2189082459135,3283873630647.52,901686556402.062,928566959711.417,479241016859.93,750057079783.808,
2006,2377469865.0,1.88370889232823,48.6320305352854,32.3330915027016,3071996520794.39,805319484338.925,870144388239.796,449802443121.614,693362278768.782,
2005,2335616862.5,1.01754600703056,49.26357136733,32.4474955239754,2871957743475.89,708707037850.448,800301653123.819,406368965735.117,605117075116.406,
2004,2293999532.5,1.32490207155738,49.8165638060833,32.5666990029066,2691342310908.53,590474595872.635,745947035175.882,376859151112.029,510989056247.884,
2003,2251947497.0,0.295019662942888,50.3775022182786,32.6776552772463,2513317985219.06,510326132814.971,694372303982.04,354771830875.72,431098531634.333,
2002,2210311164.0,1.59211967550784,50.5225896033837,32.7909972101129,2372218522706.63,466992888852.857,653444476379.823,340470569408.389,397420914260.035,
2001,2168260748.5,1.83266755226534,51.2705442088655,32.9042847684327,2269776849002.72,442489970869.44,624907718506.957,318905353885.07,361280584393.108,
2000,2125376113.5,2.44322518228507,51.5305448172775,33.0185185222478,2175258755731.17,418409250199.651,600123919696.849,307491663804.68,341825686137.8,
2022,498070255.0,,,2.04836981958414,3774102885461.08,1446747528207.74,1363036808710.77,454558241906.22,1506402532540.39,
2021,488100624.0,2.41932267521424,,2.05407900674665,3572796770831.09,1233930559558.69,1272788827775.26,421840919370.897,1333145134167.78,
2020,482334398.0,2.00279119280168,1.99565037758443,2.05089671954661,3409074242558.29,1125783716848.73,1233522101605.7,400307738143.422,1263035378665.89,
2019,474057593.0,1.40455451074877,1.82334504915152,2.04812953932936,3529708730323.6,1283740563554.95,1283185969962.3,399958369513.839,1373224421564.6,
