iso_alpha_3,income_group,year,total_emissions
CIV,Lower middle income,2014,48.636771255
CIV,Lower middle income,2015,49.805540287
CIV,Lower middle income,2016,50.971581927
CIV,Lower middle income,2017,52.025120638000004
CIV,Lower middle income,2018,52.241812448000005
CIV,Lower middle income,2019,53.916041733
CIV,Lower middle income,2020,54.204750749
CIV,Lower middle income,2021,55.864782614000006
CIV,Lower middle income,2022,56.746990157
CMR,Lower middle income,2000,-43.90586002439999
CMR,Lower middle income,2001,-43.81094949059999
CMR,Lower middle income,2002,-44.88652219499999
CMR,Lower middle income,2003,-44.16167756199999
CMR,Lower middle income,2004,-44.350656036999986
CMR,Lower middle income,2005,-44.133848439
CMR,Lower middle income,2006,-44.822186204
CMR,Lower middle income,2007,-43.96636157899999
CMR,Lower middle income,2008,-44.11715209
CMR,Lower middle income,2009,-43.34145149100001
CMR,Lower middle income,2010,-43.628649691
CMR,Lower middle income,2011,-43.98140783799999
CMR,Lower middle income,2012,-43.10218476400001
CMR,Lower middle income,2013,-40.86666349099999
CMR,Lower middle income,2014,-38.791066169999986
CMR,Lower middle income,2015,-35.56696065799999
CMR,Lower middle income,2016,-34.339984756
CMR,Lower middle income,2017,-35.870956126
CMR,Lower middle income,2018,-34.83603566799999
CMR,Lower middle income,2019,-33.971745085
CMR,Lower middle income,2020,-33.067766954
CMR,Lower middle income,2021,-32.936857864
CMR,Lower middle income,2022,-33.43068307699999
COD,Low income,2000,374.97961544187
COD,Low income,2001,372.63259612478004
COD,Low income,2002,372.11636096978003
COD,Low income,2003,373.35949297778
COD,Low income,2004,374.00804118778
COD,Low income,2005,374.86024690478
COD,Low income,2006,375.53134717160003
COD,Low income,2007,376.6392299811
COD,Low income,2008,377.42864725270005
COD,Low income,2009,377.6744615861
COD,Low income,2010,380.9631757591
COD,Low income,2011,525.4989186671
COD,Low income,2012,532.384222113
COD,Low income,2013,536.243441993
COD,Low income,2014,540.311396945
COD,Low income,2015,43.969584198999996
COD,Low income,2016,44.689504548
COD,Low income,2017,47.59297177899998
COD,Low income,2018,47.17643188300002
COD,Low income,2019,49.1443663
COD,Low income,2020,50.274281406
COD,Low income,2021,51.90692250200004
COD,Low income,2022,52.94851017899998
COG,Lower middle income,2000,8.237008609980002
COG,Lower middle income,2001,6.25610150478
COG,Lower middle income,2002,-1.203569503859999
COG,Lower middle income,2003,0.008877841280000354
COG,Lower middle income,2004,0.7499267948999986
COG,Lower middle income,2005,3.9320577002700006
COG,Lower middle income,2006,5.533901336430002
COG,Lower middle income,2007,1.881367634810001
COG,Lower middle income,2008,1.2631619900200022
COG,Lower middle income,2009,2.557992266190002
COG,Lower middle income,2010,3.989113851950002
COG,Lower middle income,2011,2.627966484609999
COG,Lower middle income,2012,1.3263756797100008
COG,Lower middle income,2013,0.21834326355000044
COG,Lower middle income,2014,0.1964468425800021
COG,Lower middle income,2015,-0.40154598898999794
COG,Lower middle income,2016,-4.786115770879999
COG,Lower middle income,2017,-7.093767713690003
COG,Lower middle income,2018,-2.902587426150003
COG,Lower middle income,2019,-1.6406386055000048
COG,Lower middle income,2020,-2.8177320938400037
COG,Lower middle income,2021,-4.376904321410002
COG,Lower middle income,2022,-3.5195857276800027
COL,Upper middle income,2000,262.163999438
COL,Upper middle income,2001,260.5799163
COL,Upper middle income,2002,256.621943228
COL,Upper middle income,2003,254.590535104
COL,Upper middle income,2004,252.607694925
COL,Upper middle income,2005,253.632802463
COL,Upper middle income,2006,251.384351807
COL,Upper middle income,2007,252.866104092
COL,Upper middle income,2008,251.587813159
COL,Upper middle income,2009,253.887589434
COL,Upper middle income,2010,256.039993599
COL,Upper middle income,2011,258.142471721
COL,Upper middle income,2012,254.851124668
COL,Upper middle income,2013,262.021733455
COL,Upper middle income,2014,261.938301589
COL,Upper middle income,2015,270.190932978
COL,Upper middle income,2016,281.236865581
COL,Upper middle income,2017,284.60561171
COL,Upper middle income,2018,299.802067726
COL,Upper middle income,2019,303.775842309
COL,Upper middle income,2020,304.030804364
COL,Upper middle income,2021,307.797344882
COL,Upper middle income,2022,313.480985254
COM,Lower middle income,2000,-1.9464884862535015
COM,Lower middle income,2001,-1.8879949259587558
COM,Lower middle income,2002,-1.8352660114190869
COM,Lower middle income,2003,-1.77046138550309
COM,Lower middle income,2004,-1.7095957174648602
COM,Lower middle income,2005,-1.6643329527935051
COM,Lower middle income,2006,-1.6033459420728702
COM,Lower middle income,2007,-1.6434368159000001
COM,Lower middle income,2008,-1.6054680455
COM,Lower middle income,2009,-1.5517233259
COM,Lower middle income,2010,-1.4913117641000002
COM,Lower middle income,2011,-1.4521712506000002
COM,Lower middle income,2012,-1.3937525023
COM,Lower middle income,2013,-1.3150456673
COM,Lower middle income,2014,-1.2819872157
COM,Lower middle income,2015,-1.2177130831
COM,Lower middle income,2016,-1.2077289749999998
COM,Lower middle income,2017,-1.1628662697999999
COM,Lower middle income,2018,-1.1498015293
COM,Lower middle income,2019,-1.1272968353
COM,Lower middle income,2020,-1.1333445763999999
COM,Lower middle income,2021,-1.0923786171
COM,Lower middle income,2022,-1.077854897
CPV,Lower middle income,2000,0.313591039703227
CPV,Lower middle income,2001,0.34332450027760497
CPV,Lower middle income,2002,0.38118360344947
CPV,Lower middle income,2003,0.35583045017472004
CPV,Lower middle income,2004,0.39817702337737004
CPV,Lower middle income,2005,0.6219461371384201
CPV,Lower middle income,2006,0.67981651910494
CPV,Lower middle income,2007,0.7658611137
CPV,Lower middle income,2008,0.743788731
CPV,Lower middle income,2009,0.7206018957
CPV,Lower middle income,2010,0.7819761872
CPV,Lower middle income,2011,0.8964463256
CPV,Lower middle income,2012,0.7806171716
CPV,Lower middle income,2013,0.7609932648
CPV,Lower middle income,2014,0.8170446993
CPV,Lower middle income,2015,0.830714902
CPV,Lower middle income,2016,0.8489743542
CPV,Lower middle income,2017,0.8722248564
CPV,Lower middle income,2018,0.8879772292
CPV,Lower middle income,2019,0.9211402398
CPV,Lower middle income,2020,0.942623077
CPV,Lower middle income,2021,1.018349739
CPV,Lower middle income,2022,1.0673222279999999
CRI,Upper middle income,2000,30.4794162473941
CRI,Upper middle income,2001,16.674823796
CRI,Upper middle income,2002,16.711196289
CRI,Upper middle income,2003,16.181445735
CRI,Upper middle income,2004,17.458638677
CRI,Upper middle income,2005,17.441250351
CRI,Upper middle income,2006,17.877877872
CRI,Upper middle income,2007,20.03204217
CRI,Upper middle income,2008,16.209763477
CRI,Upper middle income,2009,16.03415684
CRI,Upper middle income,2010,16.186629481
CRI,Upper middle income,2011,16.881728076999998
CRI,Upper middle income,2012,19.560307669
CRI,Upper middle income,2013,19.9070115093
CRI,Upper middle income,2014,13.913685985
CRI,Upper middle income,2015,14.988570992
CRI,Upper middle income,2016,14.6699609872
CRI,Upper middle income,2017,13.056253914100001
CRI,Upper middle income,2018,13.588437136099998
CRI,Upper middle income,2019,13.551175278999999
CRI,Upper middle income,2020,12.058801682399999
CRI,Upper middle income,2021,13.208057693299999
CRI,Upper middle income,2022,13.8614157903
CUB,Upper middle income,2000,68.88828666
CUB,Upper middle income,2001,67.259143864
CUB,Upper middle income,2002,65.949749093
CUB,Upper middle income,2003,65.100703563
CUB,Upper middle income,2004,64.123487602
CUB,Upper middle income,2005,64.267185443
CUB,Upper middle income,2006,65.768759234
CUB,Upper middle income,2007,66.87578908
CUB,Upper middle income,2008,66.411531668
CUB,Upper middle income,2009,67.117883096
CUB,Upper middle income,2010,25.817733827999998
CUB,Upper middle income,2011,25.75481624
CUB,Upper middle income,2012,26.801186484
CUB,Upper middle income,2013,27.190430146
CUB,Upper middle income,2014,22.698288706000003
CUB,Upper middle income,2015,24.628082931999998
CUB,Upper middle income,2016,22.719211730999998
CUB,Upper middle income,2017,20.892551162
CUB,Upper middle income,2018,21.235292451
CUB,Upper middle income,2019,18.747992358
CUB,Upper middle income,2020,17.757836050999998
CUB,Upper middle income,2021,17.246561755000002
CUB,Upper middle income,2022,17.719556449
CYM,High income,2000,0.1422925027146
CYM,High income,2001,0.1446808029196
CYM,High income,2002,0.1546055255077
CYM,High income,2003,0.16348334174100002
CYM,High income,2004,0.1551606263896
CYM,High income,2005,0.1619882995983
CYM,High income,2006,0.1758419459211
CYM,High income,2007,0.2187184128614
CYM,High income,2008,0.2447466379867
CYM,High income,2009,0.2411460853314
CYM,High income,2010,0.2620762412086
CYM,High income,2011,0.2193408794888
CYM,High income,2012,0.217770481524
CYM,High income,2013,0.254379558631
CYM,High income,2014,0.260997600502
CYM,High income,2015,0.269559661871
CYM,High income,2016,0.279503067346
CYM,High income,2017,0.291003684051
CYM,High income,2018,0.301877454057
CYM,High income,2019,0.3984260384
CYM,High income,2020,0.343052707378
CYM,High income,2021,0.33265046886
CYM,High income,2022,0.344836721832
CYP,High income,2000,8.2293502502
CYP,High income,2001,8.017342046
CYP,High income,2002,8.160961445
CYP,High income,2003,8.835208359
CYP,High income,2004,8.790242902
CYP,High income,2005,8.8864909602
CYP,High income,2006,9.012440331199999
CYP,High income,2007,9.451918586000001
CYP,High income,2008,9.482613548
CYP,High income,2009,9.274152609700002
CYP,High income,2010,9.3847887597
CYP,High income,2011,9.1082426827
CYP,High income,2012,8.5111481817
CYP,High income,2013,7.7637941177
CYP,High income,2014,8.1610844582
CYP,High income,2015,8.2323869487
CYP,High income,2016,9.0164086174
CYP,High income,2017,8.835776313
CYP,High income,2018,9.096262274299999
CYP,High income,2019,9.6378467888
CYP,High income,2020,9.1859004857
CYP,High income,2021,10.0280798046
CYP,High income,2022,10.2802337246
CZE,High income,2000,144.707138569
CZE,High income,2001,145.369328716
CZE,High income,2002,140.128311694
CZE,High income,2003,144.20853042599998
CZE,High income,2004,145.658533202
CZE,High income,2005,142.692312201
CZE,High income,2006,145.159872325
CZE,High income,2007,147.429162909
CZE,High income,2008,140.384257144
CZE,High income,2009,133.608171069
CZE,High income,2010,136.36415768900002
CZE,High income,2011,133.762618952
CZE,High income,2012,129.427702906
CZE,High income,2013,125.498682845
CZE,High income,2014,123.39447091699999
CZE,High income,2015,124.906480733
CZE,High income,2016,127.057967784
CZE,High income,2017,129.925353412
CZE,High income,2018,133.784668014
CZE,High income,2019,135.185752514
CZE,High income,2020,130.181134039
CZE,High income,2021,136.393896785
CZE,High income,2022,137.748441017
DEU,High income,2000,1020.326218986
DEU,High income,2001,1023.113333681
DEU,High income,2002,1038.114792137
DEU,High income,2003,1032.523229642
DEU,High income,2004,1012.239726303
DEU,High income,2005,985.1188289319999
DEU,High income,2006,983.787582988
DEU,High income,2007,955.721025903
DEU,High income,2008,945.58539965
DEU,High income,2009,873.45180235
DEU,High income,2010,923.26588597
DEU,High income,2011,893.925697127
DEU,High income,2012,896.378630799
DEU,High income,2013,916.461610276
DEU,High income,2014,877.029063964
DEU,High income,2015,884.399245475
DEU,High income,2016,884.472500616
DEU,High income,2017,868.535230154
DEU,High income,2018,841.1054496419999
DEU,High income,2019,792.006998392
DEU,High income,2020,736.6884920900001
DEU,High income,2021,777.802883713
DEU,High income,2022,769.354174612
DJI,Lower middle income,2000,0.4065103767951541
DJI,Lower middle income,2001,0.4182196221113199
DJI,Lower middle income,2002,0.4473258217946101
DJI,Lower middle income,2003,0.50324821201656
DJI,Lower middle income,2004,0.4944075344145802
DJI,Lower middle income,2005,0.4683320021995998
DJI,Lower middle income,2006,0.4526658809266899
DJI,Lower middle income,2007,0.4915686571
DJI,Lower middle income,2008,0.5892208489000001
DJI,Lower middle income,2009,0.4597685733000001
DJI,Lower middle income,2010,-4.945365107200001
DJI,Lower middle income,2011,-5.126178568
DJI,Lower middle income,2012,-4.925065331
DJI,Lower middle income,2013,-4.833226523
DJI,Lower middle income,2014,-4.794993349
DJI,Lower middle income,2015,-4.8615010962
DJI,Lower middle income,2016,-4.9049194606
DJI,Lower middle income,2017,-4.972637258
DJI,Lower middle income,2018,-4.909039644
DJI,Lower middle income,2019,-4.912915493
DJI,Lower middle income,2020,-4.887985271
DJI,Lower middle income,2021,-4.802643053
DJI,Lower middle income,2022,-4.767703959
DMA,Upper middle income,2000,-0.015536231040999993
DMA,Upper middle income,2001,-0.014734974077400001
DMA,Upper middle income,2002,-0.015307013190399996
DMA,Upper middle income,2003,-0.006966887512699985
DMA,Upper middle income,2004,-0.0005533814698999995
DMA,Upper middle income,2005,0.0004258268630999984
DMA,Upper middle income,2006,0.003393758483100001
DMA,Upper middle income,2007,0.016798301894900003
DMA,Upper middle income,2008,0.014114674666700022
