future_id,iso_alpha_3,2022,2030,vulnerability_threshold,vulnerability_indicator,ndc_unconditional
id_MEX_355,MEX,787.6710940988988,855.9829830387777,808.5321233904137,1,644.2
id_MEX_356,MEX,787.6710940988988,808.5473874800056,808.5321233904137,1,644.2
id_MEX_357,MEX,787.6710940988988,781.6180873249251,808.5321233904137,0,644.2
id_MEX_358,MEX,787.6710940988988,789.6281837726756,808.5321233904137,0,644.2
id_MEX_359,MEX,787.6710940988988,754.4222936173546,808.5321233904137,0,644.2
id_MEX_36,MEX,787.6710940988988,830.4283000996601,808.5321233904137,1,644.2
id_MEX_360,MEX,787.6710940988988,792.5681780852088,808.5321233904137,0,644.2
id_MEX_361,MEX,787.6710940988988,748.4375943402595,808.5321233904137,0,644.2
id_MEX_362,MEX,787.6710940988988,818.4907289656256,808.5321233904137,1,644.2
id_MEX_363,MEX,787.6710940988988,844.5124487762297,808.5321233904137,1,644.2
id_MEX_364,MEX,787.6710940988988,701.5214207059475,808.5321233904137,0,644.2
id_MEX_365,MEX,787.6710940988988,817.5332013239208,808.5321233904137,1,644.2
id_MEX_366,MEX,787.6710940988988,822.891174216329,808.5321233904137,1,644.2
id_MEX_367,MEX,787.6710940988988,813.0168369818754,808.5321233904137,1,644.2
id_MEX_368,MEX,787.6710940988988,782.135539439985,808.5321233904137,0,644.2
id_MEX_369,MEX,787.6710940988988,781.8526914798973,808.5321233904137,0,644.2
id_MEX_37,MEX,787.6710940988988,763.0605446458308,808.5321233904137,0,644.2
id_MEX_370,MEX,787.6710940988988,777.8233028392413,808.5321233904137,0,644.2
id_MEX_371,MEX,787.6710940988988,787.0615776944292,808.5321233904137,0,644.2
id_MEX_372,MEX,787.6710940988988,778.4885202600881,808.5321233904137,0,644.2
id_MEX_373,MEX,787.6710940988988,876.7082491266676,808.5321233904137,1,644.2
id_MEX_374,MEX,787.6710940988988,751.421616367113,808.5321233904137,0,644.2
id_MEX_375,MEX,787.6710940988988,829.4324790135834,808.5321233904137,1,644.2
id_MEX_376,MEX,787.6710940988988,848.6647984075383,808.5321233904137,1,644.2
id_MEX_377,MEX,787.6710940988988,851.7528931258579,808.5321233904137,1,644.2
id_MEX_378,MEX,787.6710940988988,895.8892771228842,808.5321233904137,1,644.2
id_MEX_379,MEX,787.6710940988988,735.3216854032473,808.5321233904137,0,644.2
id_MEX_38,MEX,787.6710940988988,854.5303151214658,808.5321233904137,1,644.2
id_MEX_380,MEX,787.6710940988988,778.9195001595751,808.5321233904137,0,644.2
id_MEX_381,MEX,787.6710940988988,826.6424970893462,808.5321233904137,1,644.2
id_MEX_382,MEX,787.6710940988988,794.812067971255,808.5321233904137,0,644.2
id_MEX_383,MEX,787.6710940988988,745.1806279119537,808.5321233904137,0,644.2
id_MEX_384,MEX,787.6710940988988,815.7660266993784,808.5321233904137,1,644.2
id_MEX_385,MEX,787.6710940988988,804.7863584579104,808.5321233904137,0,644.2
id_MEX_386,MEX,787.6710940988988,796.4513660936151,808.5321233904137,0,644.2
id_MEX_387,MEX,787.6710940988988,818.9904380649472,808.5321233904137,1,644.2
id_MEX_388,MEX,787.6710940988988,765.1457424177472,808.5321233904137,0,644.2
id_MEX_389,MEX,787.6710940988988,768.4928635235592,808.5321233904137,0,644.2
id_MEX_39,MEX,787.6710940988988,817.2929758328058,808.5321233904137,1,644.2
id_MEX_390,MEX,787.6710940988988,826.6478833293745,808.5321233904137,1,644.2
id_MEX_391,MEX,787.6710940988988,785.331139891365,808.5321233904137,0,644.2
id_MEX_392,MEX,787.6710940988988,863.8160926341021,808.5321233904137,1,644.2
